topic,premise,correct_ending,incorrect_ending
Daily Activities,Kang Ujang sok ngurus kebon di tukangeun imahna. Manehna melak rupa-rupa sayuran jeung bungbuahan. Hasil kebon na sering dibagikeun ka tatangga. Ieu ngajantenkeun tatanggana janten bogoh ka Kang Ujang.,Tatanggana sering ngabantosan di kebon Kang Ujang,Kebon Kang Ujang sering banjir
Daily Activities,"Dina sore hari, Euis sering nganteurkeun kueh tradisional ka pasar. Kueh-kueh na dijieun ku ema na. Aranjeunna boga usaha leutik di imah. Kueh-kueh tradisional éta kasohor di pasar.",Usaha kueh Euis jeung ema na jadi suksés,Euis sering telat natangkeun kueh ka pasar
Daily Activities,Santi resep nginum kopi énjing-énjing. Anjeunna sok nyieun kopi sorangan di dapurna. Kopi Santi sok diseduh ku cara tradisional. Anjeunna sok ngajak babaturan ngopi babarengan.,Santi ngajaga tradisi nginum kopi bareng babaturan,Santi teu resep kopi deui
Daily Activities,Agus sok nyapu buruan imahna unggal énjing. Ieu kabiasaan diwanohkeun ku indungna. Agus resep ningali buruan anu beresih. Anjeunna ogé sok ngabantosan tatanggana nyapu buruan.,Tatanggana ngahargaan kabiasaan Agus,Agus teu pernah nyapu buruan deui
Daily Activities,Tini sok masak sangu pikeun kulawargana unggal isuk. Anjeunna ngagunakeun hawu pikeun masak. Sangu anu diasakan ku Tini sok raos sareng ngahudangkeun napsu dahar kulawargana. Kulawargana ngadahar babarengan di dapur.,Tini ngajaga tradisi masak di hawu,Tini teu pernah masak deui
Daily Activities,"Andi sok indit ka sawah unggal sore pikeun ngabantosan bapa na. Anjeunna ngabantosan nyabit jukut keur domba. Andi ngarasa bagja tiasa ngabantosan kulawargana. Samentara éta, domba-domba na jadi sehat jeung gendut.",Andi diajar tanggung jawab ti mimiti leutik,Andi teu pernah ngabantosan deui
Daily Activities,Lina sok nulis carita dina buku diariana unggal peuting. Anjeunna nulis ngeunaan kajadian sapopoe na. Buku diariana geus pinuh ku carita-carita menarik. Anjeunna ngarasa lega sanggeus nulis.,Lina janten panulis anu berbakat,Lina teu resep nulis deui
Daily Activities,Rudi sok jalan-jalan ka pasar tradisional unggal minggu. Anjeunna sok meuli sayuran sareng buah-buahan. Rudi resep pisan kana pasar tradisional sabab hargana murah jeung seger. Anjeunna sok ngajak anak-anakna babarengan.,Rudi ngajarkeun anak-anakna pikeun mikanyaah pasar tradisional,Rudi teu pernah indit ka pasar deui
Daily Activities,"Mang Ujang sok indit ka pasar isuk-isuk. Anjeunna sok meuli sayuran seger pikeun masak di imah. Tapi hiji dinten, Mang Ujang hilap mawa dompét. Anjeunna teu bisa meuli nanaon.",Mang Ujang mutuskeun balik deui ka imah pikeun mawa dompétna.,Mang Ujang nginjeum duit ti tukang sayur di pasar.
Daily Activities,"Tétéh Ima resep nguseup baju di walungan. Biasana manéhna nguseup baju isuk-isuk nalika cai masih seger. Tapi hiji dinten, cai walungan jadi keruh. Tétéh Ima jadi bingung kumaha nguseup baju.",Tétéh Ima mutuskeun pikeun nguseup baju di imah nganggo ember.,Tétéh Ima tetep nguseup baju di walungan sanaos caina keruh.
Daily Activities,"Adi sok mantuan ema di dapur. Manéhna paling resep nulungan masak sayur asem. Tapi hiji dinten, Adi kagoreng tanganna sabab teu ati-ati. Manéhna ngarasa nyeri pisan.",Adi langsung ngaleueut tanganna jeung cai tiis terus menta bantuan ema.,Adi tetep nuluykeun masak sanaos tanganna nyeri.
Daily Activities,"Engkus sok ngala cai di sumur pikeun mandi. Manéhna sok ngalakukeun ieu unggal isuk-isuk. Tapi hiji dinten, timba sumurna pegat. Engkus teu bisa ngala cai.",Engkus mutuskeun pikeun ngalaporkeun ka bapana sangkan timba bisa dibenerkeun.,Engkus mutuskeun pikeun mandi di walungan anu jauh ti imahna.
Daily Activities,"Uwa Tati sok ngajak incu-incuna ka kebon. Di kebon, incuna diajar ngeunaan rupa-rupa pepelakan. Tapi hiji dinten, Uwa Tati teu bisa ngajak incuna lantaran gering. Incu-incuna jadi sedih teu bisa ulin di kebon.",Uwa Tati ngajarkeun incuna ngeunaan pepelakan di imah bari ngadagoan waras.,Incu-incuna mutuskeun pikeun ulin ka kebon sorangan tanpa Uwa Tati.
Daily Activities,Maman sok mulungan sampeu di kebon. Unggal soré anjeunna indit ka kebon. Maman sok ngumpulkeun sampeu anu keur beubeulahan. Anjeunna sok nganteurkeun sampeu ka dapur.,Maman sok mulungan sampeu keur diolah jadi opak.,Maman sok mulungan sampeu keur dihakan langsung.
Daily Activities,Tini sok ngumbah baju di walungan. Unggal isuk anjeunna angkat ka walungan. Tini sok nyieun sabun tina minyak kelapa. Baju-baju téh jadi beresih jeung wangi.,Tini ngajaga tradisi ngumbah baju di walungan.,Tini teu resep ngumbah baju di walungan.
Daily Activities,Bapa sok nyabit suuk di kebon. Unggal sore anjeunna balik jeung beubeunangan. Suuk téh sok dipaké lalab ku kulawarga. Bapa sok nyabit suuk keur lalab.,Suuk tina kebon téh sok dijual di pasar.,Suuk tina kebon téh sok dipiceun.
Daily Activities,Ujang resep ngadu manuk di buruan. Unggal isuk anjeunna ngurus manukna. Ujang sok ngalatih manuk keur diadu. Manuk Ujang sok meunang lomba.,Ujang bangga ku manukna nu pangalusna di kampung.,Ujang teu resep ngurus manukna deui.
Daily Activities,Wati resep nyieun batagor. Unggal sore anjeunna dagang di hareupeun imah. Wati sok nyieun batagor tina bahan-bahan seger. Batagorna sok laris dijual.,Wati jadi terkenal di kampungna ku batagorna.,Wati teu bisa ngajual batagor deui.
Daily Activities,"Ani sok meresihan imah unggal enjing. Anjeunna ngaluarkeun sapu, pel, sareng lap. Ani miara lingkungan imahna tetep bersih. Sakali waktos, anjeunna manggihan barang nu aneh di kolong méja.",Ternyata barang éta téh kado ti adina,Barang éta téh kadaharan nu geus kadaluwarsa
Daily Activities,"Dedeu sok ngabantosan indungna di dapur. Anjeunna ngagoréng lauk jeung nyiapkeun lalaban. Sakali-kali, anjeunna diajar resep anyar ti indungna. Dina hiji waktos, Dedeu nyieun sambel nu kacida pedesna.",Sambel éta dipikaresep ku kulawargana,Sambel éta nyababkeun sadayana gering
Daily Activities,"Ujang unggal sore ngumbah motor bapana. Anjeunna sok ngagunakeun sabun husus sareng cai bersih. Ujang merhatikeun pisan kana karesikanna. Waktu eta, bapana datang bari seuri.",Bapana ngahaturkeun nuhun ka Ujang,Bapana ngahukum Ujang
Daily Activities,"Sari resep ngumpulkeun daun sampeu di kebon. Anjeunna teras ngolah jadi kripik nu gurih. Kripikna sok dipeuncitkeun ka warung-warung sapanjang jalan. Dina hiji waktos, aya nu mesen dina jumlah badag.",Sari bungah lantaran bisnisna maju,Sari kesel jeung teu hayang ngolah deui
Daily Activities,"Mang Udin sok ngarakit beus angkot di bengkelna. Anjeunna sok ngagunakeun komponén anu pangsaéna. Beus angkotna sok jadi pilihan utama warga desa. Dina hiji waktos, beusna kudu diperbaiki dadakan.",Mang Udin tiasa bereskeun masalahna kalayan gancang,Beusna teu bisa dipake deui
Daily Activities,"Ibu Enok sok nyebrang jalan ka pasar unggal isuk. Anjeunna sok mawa kantong belanja anu gedé. Ibu Enok sok meuli sayur-sayuran seger ti pasar. Dina hiji waktos, kantong belanja na robek.",Ibu Enok nampi bantuan ti warga sekitar,Ibu Enok ngantunkeun barang-barang belanjaanna di pasar
Daily Activities,"Yudi sok latihan maen angklung unggal sore di balé desa. Anjeunna diajar ti Pa Asep, guru seni. Yudi hayang jadi pamaén angklung nu handal. Sakali waktos, Yudi nampilkeun kameunanganana di hareupeun warga desa.",Warga desa muji kameunangan Yudi,Yudi sieun jeung teu tiasa nampilkeun
Daily Activities,"Dina liburan, Yana sok nganjang ka sawah nini-na. Anjeunna ngabantosan nini-na ngurus padi. Yana sok senang ngadengekeun carita-carita kolot ti nini-na. Dina hiji waktos, Yana manggihan hiji batu anu aneh di sawah.",Batu éta nyatana warisan tina karuhunna,Batu éta ngan saukur batu biasa
Daily Activities,"Hendra sok ngarakit miniatur kapal ti kayu. Anjeunna ngagunakeun alat-alat sederhana ti imah. Hendra sok ngajual hasil karyana ka pasar seni. Dina hiji waktos, aya nu mesen miniatur dina jumlah badag.",Hendra bungah sareng nyiapkeun miniatur kalayan teliti,Hendra teu sanggup nyieun pesenan éta
Daily Activities,"Ita sareng indungna unggal sore meuncit sayuran di kebon. Maranéhna teras nyiapkeun sayuran pikeun dijual di pasar. Ita sok mantuan indungna ngebungkus sayuran. Dina hiji waktos, sayuran maranéhna loba pisan.","Sayuran eta dijual murah, sareng sadayana terjual habis",Sayuran eta dibuang kusabab teu aya nu meuli
Socio-religious aspect of life,"Dina kampung Cimaung, warga sering ngalaksanakeun upacara adat Seren Taun. Upacara ieu pikeun mungkas taun tatanen jeung hatur nuhun ka Nu Maha Kawasa. Sadaya warga kumpul di balé desa ku maké pakaian tradisional. Aya ogé doa jeung sajen-sajen pikeun roh karuhun.",Upacara ieu ngajaga tradisi jeung ngahiji warga kampung,Upacara ieu dipaké pikeun niup lilin ulang tahun
Socio-religious aspect of life,"Dina bulan Ramadan, warga Kampung Cipinang rajin solat tarawih di masjid. Ieu solat tarawih dilakukeun unggal peuting saatos buka puasa. Sajumlah warga ogé ngabagi-bagikeun takjil ka nu butuh. Masjid pinuh ku warga anu rajin ibadah.",Warga ngarasa leuwih deukeut jeung Gusti Allah,Warga ngan datang pikeun ngambil takjil wungkul
Socio-religious aspect of life,Mak Eroh sok ngagunakeun ubar tradisional pikeun ngobatan panyakit. Anjeunna nyokot daun-daunan ti kebon sorangan. Mak Eroh percaya kana kekuatan alam pikeun nyageurkeun awak. Anjeunna sering ngabantu warga séjén nu butuh ubar.,Warga kampung sering datang ka Mak Eroh pikeun ubar alami,Warga kampung ngajauhan Mak Eroh sabab teu percaya
Socio-religious aspect of life,Pak Jaja ngajar anak-anak ngaji unggal sore di surau. Anjeunna ngajarkeun maca Al-Qur'an jeung ngarti hartina. Anak-anak antusias datang sareng diajar. Pak Jaja sok nyiapkeun hadiah pikeun anak-anak anu rajin.,Anak-anak jadi leuwih pinter ngaji jeung berakhlak mulia,Anak-anak datang ngan pikeun meunang hadiah
Socio-religious aspect of life,"Dina kampung Cibuntu, warga sering ngalaksanakeun ronda malem. Ronda ieu pikeun ngajaga kaamanan kampung. Warga ngagilir jadwal ronda unggal minggu. Dina ronda, aranjeunna ogé nyebarkeun dongeng-dongeng legenda kampung.",Kampung jadi aman jeung warga jadi silih kenal,Warga jadi teu bisa bobo sabulan full
Socio-religious aspect of life,Kang Ujang sok ngalakukeun tapa di leuweung pikeun ngalatih kasabaran. Anjeunna sering puasa jeung semedi di tempat sepi. Kang Ujang percaya tapa bisa nguatkeun spiritualitas. Anjeunna jadi tokoh anu dihormati di kampungna.,Warga sering nyuhunkeun nasehat ti Kang Ujang,Warga ngajauhan Kang Ujang sabab dianggap aneh
Socio-religious aspect of life,"Dina bulan Ramadhan, kulawarga Dedeu sering ngabuburit di alun-alun. Maranéhna ngadahar takjil babarengan bari ngadagoan maghrib. Sanggeus buka puasa, maranéhna salat jamaah di masjid. Dedeu sareng rerencangan ogé sering ngabantosan ngatur pangajian barudak.",Dedeu ngarasa bagja tiasa ngabagi kabagjaan Ramadhan sareng rerencangan.,Dedeu teu pernah ngabantosan pangajian barudak.
Socio-religious aspect of life,"Di kampung Cipaku, aya hiji acara adat ngaruwat lembur. Acara ieu dilakukeun pikeun ngahapus sial jeung ngusir roh jahat. Warga kampung bareng-bareng nyiapkeun sesajen sarta ngalaksanakeun ritual. Sunar, salah sahiji warga, dipercaya pikeun mingpin acara ieu.",Sunar ngarasa bungah tiasa ngalestarikeun kabudayaan kampungna.,Sunar henteu nyiapkeun sesajen saperti anu dijadwalkeun.
Socio-religious aspect of life,Mang Udin resep pisan kana ubar tradisional. Anjeunna sering ngumpulkeun daun-daunan jeung akar-akaran di leuweung. Ubar-ubar éta sering dipaké pikeun ngubaran warga anu gering. Warga kampung sering datang ka Mang Udin pikeun ménta ubar.,Mang Udin ngarasa bungah tiasa ngabantosan warga kampungna.,Mang Udin ngahasilkeun ubar ti apotek.
Socio-religious aspect of life,"Dina unggal bulan Suro, warga kampung sering ngalakukeun ritual 'ngumbah keris'. Keris dianggap benda keramat anu kudu dihormat. Warga percaya yén ngumbah keris bisa ngajaga kasalametan jeung kaberuntungan. Acara ieu dipingpin ku Pak Lebe, sesepuh kampung.",Warga ngarasa tenang sanggeus ngalakukeun ritual ngumbah keris.,Warga milih teu ngalakukeun ritual ngumbah keris deui.
Socio-religious aspect of life,Engkus resep pisan maca carita-carita legenda Sunda. Anjeunna sering maca carita ngeunaan Sangkuriang jeung Dayang Sumbi. Engkus ogé sering ngadongéngkeun carita-carita ieu ka barudak di kampungna. Barudak resep pisan ngadengekeun dongéng ti Engkus.,Engkus ngarasa bagja tiasa ngawariskeun budaya Sunda ka barudak.,Engkus henteu pernah maca carita-carita legenda Sunda deui.
Socio-religious aspect of life,"Dina acara seren taun, warga kampung ngahaturkeun hatur nuhun ka Gusti Allah. Maranéhna nyandak hasil bumi ka leuweung pikeun disajikeun. Acara ieu dilakukeun ku cara ngarak hasil bumi ngurilingan kampung. Pak Karta minangka pamingpin acara ieu.",Warga ngarasa bersyukur sareng ngahaturkeun hatur nuhun ka Gusti Allah.,Warga henteu miharep acara seren taun deui.
Socio-religious aspect of life,"Asep sering ngaji di masjid deukeut imahna. Anjeunna sok datang unggal Maghrib jeung Isya. Dina hiji poé, Asep teu bisa datang ngaji. Anjeunna keur aya acara keluarga di kampung.",Asep teu datang sabab aya acara penting,Asep teu datang sabab teu resep deui ngaji
Socio-religious aspect of life,"Euis sering ngangon domba di peuntas walungan. Unggal isuk, manehna ngaliwatan jembatan kai. Hiji poe, jembatan kai eta rubuh. Euis henteu tiasa ngaliwatan deui jembatan eta.",Euis kudu milari jalur anyar keur ngangon domba,Euis kapaksa ngojay nyebrang walungan unggal poe
Socio-religious aspect of life,"Aceng geus biasa ngalakukeun upacara adat Seren Taun. Manehna terlibat dina persiapan jeung pelaksanaan upacara eta. Hiji waktu, Aceng teu bisa milu upacara. Anjeunna keur gering.",Aceng teu bisa milu sabab kudu istirahat,Aceng teu tiasa milu sabab teu ngahargaan adat
Socio-religious aspect of life,"Dewi sering nginum jamu keur ngajaga kasehatan. Manehna nyieun jamu tina bahan alami. Dina hiji poe, Dewi ngarasa teu enak awak. Manehna mutuskeun pikeun nginum jamu deui.",Dewi ngarasa leuwih sehat sanggeus nginum jamu,Dewi ngarasa tambah parah sanggeus nginum jamu
Socio-religious aspect of life,"Ujang sering ngalakukeun tirakat di gunung. Manehna percaya eta bisa ningkatkeun spiritualitasna. Hiji poe, Ujang teu bisa indit ka gunung. Aya badai gede di daerah eta.",Ujang nunda tirakatna dugi cuaca membaik,Ujang nekat indit tur ngahaja nyanghareupan bahaya
Socio-religious aspect of life,"Neng Rini sering ngalakukeun puasa Senin-Kamis. Manehna percaya eta bisa ngajaga kesehatana. Hiji poe, Neng Rini teu bisa puasa. Anjeunna aya acara kulawarga nu penting pisan.",Neng Rini hormat ka kulawargana jeung milih teu puasa,Neng Rini teu bisa puasa sabab teu kuat lapar
Socio-religious aspect of life,"Budi sering ngaji di madrasah saban sore. Di dinya, anjeunna diajar maca Al-Qur'an jeung hadits. Budi resep pisan kana carita-carita Nabi. Hiji poé, anjeunna kapanggih babaturan anyar di madrasah.",Budi jadi tambah sumanget ngaji bareng babaturan anyar.,Budi jadi teu resep ngaji di madrasah.
Socio-religious aspect of life,"Siti sering mantuan nini-nina ngadamel jamu tradisional. Jamu éta dijual ka pasar pikeun panghidupan. Siti diajar rupa-rupa ramuan ti nini-na. Hiji poé, aya anu mesen jamu dina jumlah gedé.",Siti jeung nini-na bungah sarta nyiapkeun jamu dina jumlah seueur.,Siti jeung nini-na teu jadi ngajual jamu deui.
Socio-religious aspect of life,"Amir jeung kulawargana sering ngalaksanakeun upacara syukuran di lembur. Upacara éta diayakeun pikeun ngucap syukur ka Gusti. Biasana, warga lembur ngariung jeung ngadamel tumpeng. Amir sok ngabantosan mamahna masak tumpeng.",Upacara syukuran di lembur Amir sok rame jeung guyub.,Amir henteu resep ngabantosan mamahna masak tumpeng.
Socio-religious aspect of life,"Lili sok ngadamel kue tradisional pikeun dijual di pasar. Kue tradisional éta resepna diwariskeun ti nini-nina. Kue Lili sering dipikaresep ku warga pasar. Hiji poé, aya anu mesen kue dina jumlah gedé pikeun hajatan.",Lili jadi sumanget sarta nyiapkeun kue kalayan gumbira.,Lili henteu jadi ngajual kue deui ka pasar.
Socio-religious aspect of life,"Asep sok ngalakukeun solat berjamaah di masjid kampungna. Solat berjamaah di masjid téh janten tempat pikeun ngumpul jeung warga. Asep sok ngajak rerencanganana pikeun solat di masjid. Hiji poé, Asep kapanggih rerencangan anyar di masjid.",Asep tambah sumanget solat berjamaah bareng rerencangan anyar.,Asep jadi teu resep solat di masjid deui.
Socio-religious aspect of life,"Dewi sok ngalakukeun ritual ngabersihan diri di pancuran suci. Ritual ieu dilakukeun pikeun ngajaga kasucian jiwa jeung raga. Dewi sok ngajak rerencanganana pikeun milu ritual. Hiji poé, Dewi mendakan pancuran anyar anu langkung sepi.",Dewi sareng rerencanganana ngalakukeun ritual di pancuran anyar éta.,Dewi henteu jadi ngalakukeun ritual deui.
Socio-religious aspect of life,"Dina kampung Sukapura, unggal taun diayakeun upacara ruwatan. Ruwatan téh pikeun ngusir roh jahat jeung ngadoa supaya kampung aman sejahtera. Warga kampung sok babarengan ngalakukeun upacara ieu. Upacara ieu dipingpin ku seorang dukun.",Dukun éta dipercaya bisa ngusir roh jahat,Dukun éta sok ngadamel masalah di kampung
Socio-religious aspect of life,Mang Ujang teu pernah absen solat berjamaah di masjid. Anjeunna sok ngagero warga séjén pikeun solat bareng. Mang Ujang ogé sok ngajar ngaji ka barudak kampung. Anjeunna dipercaya ku warga salaku panutan agama.,Mang Ujang dianggap tokoh agama ku warga,Mang Ujang teu dipikaresep ku warga kampung
Socio-religious aspect of life,Neneh sering ngagunakeun daun sirih pikeun ngubaran panyakit. Anjeunna diajar ti kolotna ngeunaan khasiat daun sirih. Warga kampung sok datang ka Neneh pikeun menta bantuan pengobatan. Daun sirih dipercaya bisa nyageurkeun seueur panyakit.,Daun sirih sering dipaké dina pengobatan tradisional,Daun sirih dianggap teu boga khasiat ku warga
Socio-religious aspect of life,"Unggal poé Jumaah, warga kampung Cibeureum sok ngadamel bubur suro. Bubur ieu dibagikeun ka tetangga sabage bentuk syukur. Tradisi ieu geus turun temurun dilakukeun. Bubur suro dipercaya bisa mawa berkah.",Bubur suro dipercaya bisa mawa berkah,Bubur suro dianggap teu boga makna
Socio-religious aspect of life,Encep sering ngadamel jamu kunyit asem. Anjeunna ngagunakeun resep ti nini-nina. Jamu ieu dipercaya bisa ningkatkeun kasehatan. Warga kampung sok mesen jamu ti Encep.,Jamu kunyit asem dipercaya bisa ningkatkeun kasehatan,Jamu kunyit asem dianggap teu boga manfaat
Socio-religious aspect of life,Ibu Rina sering ngadongéng ka barudak di kampung. Dongéngna sok ngandung ajaran moral jeung agama. Barudak sok antusias ngadengekeun dongéng ti Ibu Rina. Dongéng téh salah sahiji cara ngajarkeun nilai-nilai luhur.,Dongéng téh salah sahiji cara ngajarkeun nilai-nilai luhur,Dongéng téh henteu kapaké keur ngajarkeun barudak
Socio-religious aspect of life,Kang Asep sering ngagunakeun kearifan lokal dina kahirupan sapopoé. Anjeunna percaya yén kearifan lokal bisa ngajaga harmoni lingkungan. Kang Asep sering ngalakukeun upacara adat jeung ngajarkeun ka barudak. Kearifan lokal téh bagian penting tina budaya.,Kearifan lokal téh bagian penting tina budaya,Kearifan lokal dianggap teu penting ku warga
Socio-religious aspect of life,"Warga kampung Ngamprah sok ngariung di bale desa pikeun arisan. Arisan téh jadi ajang silaturahmi jeung nguatkeun hubungan antar warga. Di arisan, warga tuker pikiran jeung ngadiskusikeun masalah kampung. Arisan ogé dipercaya bisa ningkatkeun kerjasama.",Arisan dipercaya bisa ningkatkeun kerjasama,Arisan dianggap teu boga manfaat ku warga
Socio-religious aspect of life,Teteh Siti sok ngagunakeun minyak kelapa pikeun ngabagéakeun tamu. Minyak kelapa dipaké pikeun ngubaran leungeun tamu saméméh asup ka imah. Ieu téh salah sahiji tradisi nu diwariskeun ti karuhun. Tradisi ieu dipercaya bisa ngabersihan diri.,Tradisi ieu dipercaya bisa ngabersihan diri,Tradisi ieu dianggap teu penting ku warga
Food,"Deden resep pisan kana peuyeum Bandung. Ti saprak leutik, Deden sok dibéré peuyeum ku nini-nina. Peuyeum jadi makanan favorit Deden. Lamun arindit ka Bandung, Deden sok meuli peuyeum pikeun oleh-oleh.",Deden percaya peuyeum téh simbul kabogoh ka kulawarga.,Deden henteu kantos ngaraosan peuyeum.
Food,"Yanti sok nyieun bajigur di sore hari. Bajigur téh inuman tradisional Sunda nu ngamangpaatkeun gula aren jeung santan. Yanti sok ngajak réncang-réncangna ngariung di imahna pikeun ngarasakeun bajigur. Lamun hujan, bajigur Yanti jadi anu pang dianti-antina.",Bajigur Yanti jadi karesep balaréa di kampungna.,Yanti henteu kantos nginum bajigur.
Food,"Raka resep pisan kana buah carica. Buah carica téh asalna ti Dieng tapi ayeuna gampang kapanggih di pasar Bandung. Raka sok ngagoréng carica pikeun dijadikeun cemilan. Lamun Raka nyieun carica, sok dibagikeun ka tatanggana.",Tatangga Raka jadi resep kana carica.,Raka henteu kantos nyoba carica.
Food,"Euis resep pisan ngolah makanan tradisional. Salah sahiji anu paling dipikaresep nya éta seupan, sangu anu dimasak dina kukusan awi. Euis sok ngajarkeun barudak di kampungna kumaha carana nyieun seupan. Barudak jadi leuwih nyaho kana budaya Sunda ngaliwatan panganan.",Euis ngaharepkeun barudak tetep ngajaga kabudayaan Sunda.,Euis henteu kantos ngadahar seupan.
Food,Ujang sok milu ka pasar beurang. Ujang milih buah-buahan lokal pikeun dijual di warungna. Buah nu dipilih sok anu seger jeung mateng. Ujang percaya yén buah-buahan lokal leuwih sehat.,Ujang ngajaga kaséhatan ku ngadahar buah lokal.,Ujang henteu kantos ngadahar buah lokal.
Food,Neni sok ngajual cireng di sakola. Cireng téh aci digoréng nu renyah tur ngeunah. Neni sok ngadamel cireng sareng sambel kacang anu rada pedes. Cireng Neni sok laris manis.,Neni tiasa ngabantu kulawarga ku ngajual cireng.,Neni henteu resep kana cireng.
Food,"Euis mulang ka Bandung ti Jakarta. Anjeunna mawa oleh-oleh dodol Garut pikeun kulawargana. Dodol éta dipésér ti pasar tradisional. Sanajan jarak jauh, Euis tetep hayang mulang mawa oleh-oleh.",Kulawargana bungah pisan narima dodol Garut ti Euis.,Euis nempatkeun dodol di laci terus mopohokeunana.
Food,Abah masak nasi liwet di dangau. Anjeunna nyiapkeun sadaya bahan-bahan tradisional. Nasi liwet éta dijieunna maké kelapa jeung rempah-rempah. Abah hoyong ngajarkeun ka incuna kumaha masak nasi liwet.,Incuna gumbira diajar masak nasi liwet ti Abah.,Nasi liwet éta teu bisa didahar sabab asak teuing.
Food,Dede sering ngadahar peuyeum Bandung. Anjeunna resep kana rasana nu legit jeung amis. Dede meunang peuyeum ti bibi na nu ti Garut. Peuyeum sok didahar bari lalajo tipi.,Dede ngarasa bungah bisa ngarasakeun peuyeum ti bibi na.,Dede teu suka peuyeum sarta dibikeun ka batur.
Food,"Ujang boga tangkal mangga di buruan imahna. Mangga éta sok asak dina bulan Juni. Ujang biasana ngajual mangga ka pasar. Salian ti éta, mangga ogé sok dibagikeun ka tatanggana.",Tatanggana sok ngahaturkeun nuhun ka Ujang pikeun manggana.,Ujang mikir rék motong tangkal manggana.
Food,Nining resep pisan kana cendol daérah Sunda. Anjeunna sok mesen cendol tiap isuk-isuk di warung. Cendol éta dijieunna tina tepung hunkwe jeung gula aren. Nining ogé sok ngajak babaturan nginum cendol babarengan.,Babaturanana ogé jadi resep kana cendol nu Nining sering mesen.,Warung cendol éta teu dipikaresep ku batur.
Food,Yanto bade masak soto Bandung keur kulawargana. Anjeunna meuli daging jeung sayuran ti pasar. Soto Bandung sok dihidangkeun maké sambel jeung bawang goreng. Yanto hoyong kulawargana ngarasakeun masakan khas Sunda.,Kulawargana ngarasakeun pisan soto Bandung nu dihidangkeun ku Yanto.,Soto Bandung teu bisa didahar sabab asin teuing.
Food,"Rahmat balik ti Pasar Ciroyom bari mawa buah kawung. Ieu buah téh kakoncara di daérah Sunda, hususna pikeun nyieun cuka kawung. Indungna langsung nyieun cuka kawung pikeun sangu di dapur. Rahmat ngantosan bari ngahuleng.",Ngarasakeun deui rasa asam anu khas ti cuka kawung téh matak émut ka leuweung.,Indungna ngahaja nyimpen buah kawung pikeun hiasan di méja tamu.
Food,"Dina upacara adat, Asep dititah nyiapkeun nasi tumpeng. Nasi tumpeng téh simbol rasa syukur jeung ngahargaan ka karuhun. Seuseueurna tamu anu datang téh barudak lembur anu geus jauh merantau. Aranjeunna ngariung bari ngadagoan nasi tumpeng dipotong.",Potongan kahiji dipasihkeun ka sesepuh lembur minangka tanda hormat.,Nasi tumpeng dibagi-bagi ka sasama tanpa aturan.
Food,"Rina jeung Ibu na ngalebetkeun dodol Garut kana kotak kado. Dodol téh salah sahiji panganan tradisional anu sok dijieun ti ketan jeung gula aren. Rina rék mawa dodol éta ka sobatna di kota. Bari bungah, Rina ngusapan kotak kado éta.",Anjeunna miharep sobatna bakal resep jeung rasa dodol anu legendaris éta.,Rina ngahaja simpan dodol éta pikeun dirina sorangan.
Food,"Pak Ujang keur ngolah peuyeum sampeu di pawon. Peuyeum téh hasil fermentasi ti sampeu anu sok dijual di pasar tradisional. Pak Ujang geus biasa ngolah peuyeum ti jaman kolotna kénéh. Kalayan telaten, manéhna ngageugeureuy sampeu anu rék difermentasi.","Saenggeusna, peuyeum téh dijual ka warung-warung sabudeureun lembur.",Peuyeum téh disimpen di imah pikeun hiasan dapur.
Food,"Dina hajatan nikahan, Neng Tati nyiapkeun bandrek. Bandrek téh inuman tradisional anu dijieun tina jahe jeung gula aren, anu matak ngangetkeun awak. Para tamu anu datang ngadagoan bandrek dihidangkeun. Neng Tati ngetehkeun bandrek kana cangkir-cangkir.",Tamu-tamu ngarasa bagja bisa nginum bandrek anu ngangetkeun awak di peuting anu tiis.,"Bandrek téh dijieun tanpa jahe, ngan saukur cai panas kalayan gula."
Food,Ujang sok milu ka kebon tiap isuk-isuk. Ujang ngabantosan bapa melak béas. Ujang resep ningali paré nu ngembang. Ujang hoyong jadi patani jempolan.,Ujang hasil melak béas anu subur,Ujang teu resep ka kebon deui
Food,Eneng resep pisan kana peuyeum. Eneng sering meuli peuyeum di pasar. Peuyeum téh kadaharan tradisional Sunda. Eneng sok masihan peuyeum ka babaturanana.,Babaturan Eneng jadi resep peuyeum ogé,Babaturan Eneng teu resep kana peuyeum
Food,Ema sok masak soto Bandung pikeun kulawarga. Ema nganggo bahan-bahan tradisional. Soto Bandung Ema sok dipuji ku kulawarga. Kulawarga resep kabéh kana soto Bandung Ema.,Kulawarga sok ngadagoan Ema masak soto Bandung,Kulawarga teu hayang dahar soto deui
Food,Bapa boga kebon cau di lembur. Bapa melak rupa-rupa tangkal cau. Cau téh buah lokal anu loba manfaatna. Bapa sok ngajual cau ka pasar.,Bapa sok meunang penghasilan tambahan ti cau,Bapa henteu pernah ngajual cau
Food,Andi resep dahar lotek Sunda. Lotek téh kadaharan nu séhat. Lotek diwangun tina rupa-rupa sayuran jeung sambel. Andi sering meuli lotek di warung deukeut imah.,Andi ngajak babaturan pikeun nyobaan lotek,Andi teu resep kana lotek deui
