topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Food,Wati uga ngepasiake wedang ronde kanggo tetanggane.,Wati ora seneng karo wedang ronde sing digawe.,Wati lan ibu-ibune desa lagi nggawe wedang ronde,Wedang ronde iku minuman tradisional sing ngandhut bola-bola ketan isi kacang,Wati seneng banget bisa sinau nggawe ronde saka ibu-ibune,"Sawise rampung, wedang ronde dipangan bareng-bareng"
Fisheries and Trade,Ibu Sari bisa mbangun usaha sing gedhe.,Ibu Sari ilang pelanggan amarga iwake basi.,Ibu Sari iku pedagang iwak pindang ing pasar,"Saben dina, dheweke nglumpukake iwak saka nelayan lokal",Ibu Sari mesthi ngrawat iwak- iwake supaya tetep seger,Ibu Sari percaya yen kualitas barang iku penting kanggo pelanggan
Pregnancy and Kids,Sari malah ora paham piye carane ngurut bayi.,Sari bisa ngurut bayi kanthi bener lan bayi ora gumoh maneh.,Sari lagi ngurus bayi anyar,Ibune Sari ngajari carane ngurut bayi supaya ora gumoh,Tradisi iki wis ditindakake turun temurun,Sari ngrungokake kanthi seksama
Pregnancy and Kids,Upacara Mitoni dianakake kanthi hikmat lan meriah.,Sari lan bojone ora melu upacara Mitoni.,Sari lagi ngandhut anak kaping pisanan,"Menurut adat Jawa, Sari kudu nindakake upacara Mitoni nalika kandhutan nem wulan",Keluargane Sari wis nyiapake kabeh kabutuhan upacara,Sari lan bojone sumringah ngarep-arep kelairane bayi
Death,Keluarga Pak Slamet bisa mbayar utang lan urip rukun.,Keluarga Pak Slamet ora gelem mbayar utang lan padha rebutan.,Pak Slamet ninggalake utang nalika tilar donya,Keluargane kudu mbayar utang-utang kasebut,Kabeh anggota keluarga padha rembugan,Akhire padha setuju kanggo mbayar utang kanthi gotong royong
Death,"Sawise layat, kabeh wong mangan ing omahe Pak Manto.",Adicara layat dirampungake kanthi cepet.,Pak Manto seda bengi iki,Keluargane lan tangga-tanggane padha teka kanggo melu layat,Wong-wong padha nggawa kembang lan dupa kanggo sembahyang,"Sajroning adicara, kabeh wong nganggo busana ireng"
Religious Holiday,Gede lan keluargane rumangsa luwih siap lan tenang kanggo nindakake tapa brata Nyepi.,Gede malah ora seneng lan pengin cepet-cepet rampung upacara.,"Saka sedina sak durunge Nyepi, Gede lan keluargane padha nyiapake upacara Melasti",Wong-wong padha menyang segara kanggo ngresiki diri lan barang-barang suci,Upacara iki minangka bentuk pensucian sak durunge Nyepi,Gede rumangsa seneng lan damai
Pregnancy and Kids,Anak Ririn dadi bocah sing sopan lan berbudi luhur amarga pendidikan tradisional saka wong tuwane.,Ririn lan bojone ora nggatekake pendidikan anak lan mung ngarepake sekolah sing ngajari.,Ririn wis duwe anak umur rong taun,"Miturut budaya Jawa, anak umur rong taun kudu diajari sopan santun lan budi pekerti",Ririn lan bojone sepakat kanggo miwiti ngajari anak kanthi cara tradisional,Dheweke nyiapake buku-buku lan alat-alat kanggo ngajar
Food,Keluargane Wawan seneng durian.,Wawan ora seneng karo rasa durian.,Wawan seneng banget karo buah durian,Durian minangka buah khas sing akeh ditemokake ing Jawa,Wawan sering tuku durian ing pasar tradisional,Wawan pengin nuduhake durian marang keluargane
Family Relationships,Tradisi lebaran ing kampung Lila tetep lestari lan dirayakan kanthi meriah.,Lila lan keluargane ora diterima nalika teka ing kampung halaman.,Lila lan keluargane arep lebaran ing kampung halaman,Perjalanan cukup jauh lan butuh persiapan sing matang,Lila nggawa oleh-oleh kanggo sedulur-sedulur ing kampung,Sedulur-sedulur ing kampung seneng banget ketemu karo Lila lan keluargane
Death,Wong-wong padha ngumpul kanggo tahlilan telung dina.,Wong-wong padha ninggalake omah tanpa pamit.,Mbok Rini lagi nyiapake jenazah kangge dipendhem,Sedulur-sedulure teka kanggo mbantu,Wong-wong padha nganggo klambi ireng,"Sesok, jenazah bakal dipendhem ing kuburan desa"
Daily Activities,Pak Bambang dianggep kaya bapak dhewe dening bocah-bocah.,Bocah-bocah padha ora seneng karo Pak Bambang.,Pak Bambang dadi sopir becak sing setya,"Saben dina, dheweke antar jemput bocah-bocah sekolah",Pak Bambang uga ora nate ngeluh sanajan udan deres,Bocah-bocah padha seneng karo Pak Bambang
Fisheries and Trade,"Pak Slamet dagang iwak kanthi adil lan jujur, banjur bali omah karo rasa puas.",Pak Slamet njual kabeh iwak lan ora bali maneh.,Pak Slamet duwe kolam iwak ing omahe,"Saben esuk, Pak Slamet tansah mbedhidi iwak-iwak mau",Iwak-iwak mau diurus kanthi apik dening Pak Slamet,"Dina pasar teka, Pak Slamet siap-siap dagang iwak"
Family Relationships,Kebun Pak Budi dadi subur lan ngasilake sayuran kanggo kulawarga.,Anak-anake Pak Budi ora seneng karo kegiatan ing kebun.,Pak Budi duwe kebun cilik ing mburi omahe,Dheweke ndongeng marang anak-anake supaya ngerti cara tetanen,Anak-anake Pak Budi seneng banget nulungi bapake ing kebun,"Saben minggu, kabeh kulawarga kerja bareng ing kebun"
Agriculture,Keluarga Siti bisa nambah penghasilan saka jagung.,Keluarga Siti ora bisa mangan jagung iku.,Siti lan kanca-kancane padha mbantu panen jagung,"Saben musim panen, padha mesthi ngrayakake kanthi kenduri",Kenduri iki minangka rasa syukur marang Gusti Allah,Jagung sing dipanen digunakake kanggo bahan panganan lan dijual ing pasar
Socio-religious aspect of life,Pak Slamet lan keluargane urip tentrem lan berkah.,Pak Slamet lan keluargane ora ngalami owah-owahan sawise ruwatan.,Pak Slamet duwe kebiasaan nindakake ruwatan saben taun,Ruwatan iku kanggo njaga keluargane saka balak,Wong-wong desa padha ngumpul lan nonton acara iku,Pak Slamet percaya yen ruwatan bisa ngusir nasib ala
Fisheries and Trade,Pak Amin njaluk bantuan ahli iwak saka kota.,Pak Amin mutusake ninggalake tambake.,Pak Amin iku juragan iwak ing desa,"Saben esuk, dheweke lunga menyang tambak iwake kanggo ngurus",Iwake diomongi lan dikontrol kabutuhane,"Dina iki, dheweke nemokake iwak akeh sing lagi lara"
Agriculture,Pupuk organik iki nggawe tanduran dadi luwih subur.,Petani-petani ora peduli babagan pupuk organik.,Mbok Nah sinau cara nggawe pupuk organik,Pupuk iki digawe saka bahan alami lan ramah lingkungan,Mbok Nah seneng nuduhake ilmu iki marang para petani,Petani-petani liyane uga antusias sinau
Fisheries and Trade,Dheweke tansah nindakake upacara adat sadurunge panen udang.,Dheweke ora tau nindakake upacara adat sadurunge panen udang.,Dheweke duwe tambak udang ing pinggir desa,"Saben sore, dheweke mriksa tambak lan ngresiki saka rereged",Udang-udang ing tambak tansah subur lan siap dipanen,Dheweke banjur ngedol udang-udang kasebut menyang kota
Fisheries and Trade,Rina seneng nuduhake resep masakane marang kanca-kanca.,Rina mung masak kanggo kulawargane wae.,Rina iku anak nelayan sing pinter masak,Dheweke biyasa mbantu ibune masak iwak kanggo didol ing pasar,Rina nduweni resep rahasia sing diwarisake saka nenek moyange,Masakane Rina selalu laris manis
Family Relationships,"Akibate, acara mantenan lumaku lancar lan meriah.","Akibate, acara mantenan ora dadi amarga ora akeh sing teka.",Ana acara mantenan ing desa,Kabeh warga desa diundang,Mantenan mau diadani ing omahe Pak RT,Kabeh warga padha nyumbang panganan kanggo acara iku
Art,Batik Wulan menang juara siji ing lomba seni.,Batik Wulan ilang nalika dijemur.,Wulan nggawe batik tulis kanggo lomba seni,Wulan milih motif parang rusak kanggo batike,Wulan nggambar pola kanthi teliti lan rapi,Wulan nyelupake kain ing pewarna alami
Art,Puisine Lestari dipuji dening guru lan kanca-kancane.,Lestari mutusake kanggo ora nuduhake puisine amarga isin.,Lestari seneng maca puisi Jawa,Lestari pengen nulis puisi dhewe kanggo acara sekolah,Lestari njupuk inspirasi saka alam lan budaya Jawa,Lestari nulis puisi sing apik banget
Fisheries and Trade,Iwak seger Pak Banu cepet entek ing pasar.,Pak Banu ora entuk akeh pelanggan.,Pak Banu minangka pedagang iwak ing pasar desa,"Saben esuk, dheweke menyang tambak kanggo njupuk iwak seger","Sawise iku, iwak-iwak kasebut dipasaraké karo cara tradisional",Wong-wong desa seneng tuku iwak saka Pak Banu
Daily Activities,Bayu sinau babagan tetanaman saka bapake.,Bayu lali nggawa wedang jahe mulih.,Bayu arep menyang kebon,Dheweke nggawa sabit lan ember,Bayu arep nglumpukake wedang jahe,Keluargane Bayu seneng ngombe wedang jahe
Death,Pak Budi diugemi lan diurmati warga.,Pak Budi ditinggal tanpa upacara.,Pak Budi tilar donya kanthi tiba-tiba,Warga desa langsung kumpul kanggo ngurus layon,Kabeh padha mbantu nyiapake kuburan lan nglumpukake dana,Pak Budi disarèkké kanthi pantes
Wedding,Tamu-tamu ngrasakake panganan lan suasana pesta sing apik.,Tamu-tamu ora seneng karo suguhan panganan ing pesta.,"Ing pesta pernikahan, suguhan utama yaiku nasi tumpeng lan opor ayam",Tamu-tamu padha gumuyu lan mangan bareng-bareng,Suguhan iki minangka simbol rasa syukur lan kebersamaan,Pesta dadi rame lan kabeh tamu seneng
Family Relationships,Leman lan keluargane saiki akrab karo tangga-tanggane.,Leman lan keluargane ora tau ketemu tangga-tanggane maneh.,Leman lan keluargane pindhah menyang desa anyar,Leman ora ngerti tangga-tanggane,Tangga-tanggane ngajak Leman lan keluargane menyang acara selametan,Leman lan keluargane teka lan ketemu akeh wong anyar
Fisheries and Trade,Ritual iki ditindakake kanthi hikmat lan kabeh warga desa melu ndedonga.,Ritual iki ora penting lan warga desa ora melu.,Keluarga Pak Manto duwe tambak udang ing desa pinggir kali,"Saben taun, ana ritual khusus kanggo nyuwun berkah lan keselamatan",Ritual iki kalebu nyembelih ayam lan ngucapake doa ing pinggir tambak,Kabeh warga desa melu lan ndedonga bebarengan
Daily Activities,Laila nggawe karangan kembang kanggo ibune.,Laila ora seneng amarga kembange ora mekar.,Laila seneng banget macak kebon cilik ing ngarep omahe,"Saben sore, dheweke nyiram tanduran lan ngresiki reregetan","Dina iki, dheweke nemokake kembang anyar sing lagi mekar",Kembang kasebut warna-warni lan wangi
Art,Andi terus nguri-uri budaya wayang kulit.,Andi ninggalake wayang lan dadi pengusaha.,Andi nggawe wayang kulit dhewe,Dheweke sinau saka bapake sing dalang,Andi pentas ing acara desa saben Suro,Wayang-wayange Andi disenengi bocah-bocah
Death,Kulawarga lan tangga teparo padha guyup rukun mbantu nganti upacara rampung.,Kulawarga ora peduli karo tradisi lan ora ngadani upacara apa-apa.,"Nalika Pak Darmo seda, kabeh tangga teparo padha mbantu ngurus jenazah",Wong-wong padha nyiapake kuburan lan ngatur upacara panguburan,"Ing wengi panguburan, kulawarga nyuwun doa marang arwah Pak Darmo",Doa iki minangka tradisi kanggo ngucapake pamit lan nyuwun keselamatan kanggo arwah
Death,Darto lan warga nindakake upacara panguburan kanthi khusyuk.,Darto lan warga mung ngiring layon tanpa upacara.,Darto ngumbari layon karo ati-ati,Darto ngatur kabeh persiapan kanggo mbekta layon,Darto nyiapake kobongan kanggo layon,Darto ngajak para warga kanggo melu ngiring layon
Food,Keluarga Roni dadi luwih kompak lan harmonis.,Roni ora seneng mangan bareng keluargane.,Roni seneng mangan bareng-bareng karo keluargane,Dheweke percaya yen mangan bareng nggawe hubungan antarane anggota keluarga dadi luwih erat,Kabeh anggota keluarga padha crita lan guyonan nalika mangan,Tradisi iki nggawe kabeh wong dadi luwih bahagia
Wedding,Dina ngerasa bingah banget nalika prosesi siraman.,Dina ngerasa sedih amarga siraman ora mlaku lancar.,Dina wis suwe ngenteni dina pernikahane,Dina lan Raka wis pacaran limang taun,Keluarga Dina nyiapake upacara siraman,Dina ngagem kebaya putih sing éndah
Fisheries and Trade,Pak Joko nindakake ritual tradisional sadurunge nyelehake iwake ing kolam.,Pak Joko langsung nyelehake iwake ing kolam tanpa ritual.,Pak Joko tuku iwak saka pasar kanggo dibalekake ing kolamane,Wong-wong ing desa seneng banget iwake Pak Joko,Pasar iwak rame banget dina iki,Pak Joko kudu sabar ngenteni giliran
Socio-religious aspect of life,Mas Agus janji bakal tetep njaga paseduluran karo kanca-kanca.,Mas Agus ora ketemu maneh karo kanca-kanca.,Mas Agus dirawuhi kanca-kanca ing acara kenduren,Mas Agus seneng ketemu kanca-kanca lawas,Mas Agus takon marang kanca-kanca bab kabar anyar,Mas Agus ngrasakake persaudaraan sing kuwat
Death,Lintang nulung nganti upacara rampung.,Lintang ora melu upacara penguburan.,Lintang nulung kulawargane kanggo ngumbah lan ngatur jenazah mbah putri,Wong-wong padha nyiapake kanggo upacara penguburan,Sedulur-sedulur padha teka saka adoh,Lintang rumangsa sedhih lan kangen marang mbah putrine
Wedding,Dwi lan Kinan ngrasakake kebersamaan karo kulawarga lan tangga.,Dwi lan Kinan ora ngerti tradhisi siraman.,Dwi lan Kinan lagi nyiapake acara mantenane,Ana tradhisi siraman sakdurunge upacara manten,Keluarga lan tangga teka kanggo nyengkuyung,Acara siraman dianakake ing omahe Dwi
Wedding,Acara pernikahan lumaku lancar tanpa kendala.,Sesajen mau dibuwang sawise acara rampung.,Sesajen uga dadi bagian penting ing pernikahan Jawa,Sesajen iki kanggo njaga supaya acara pernikahan lancar lan tanpa gangguan,Biasane sesajen iki ditaruh ing pojokan omah,Penganten lan keluargane padha nyiapake sesajen kanthi teliti
Religious Holiday,Acara Syawalan dadi rame lan sukses.,Bejo ora bisa main reog ing acara Syawalan.,Bejo lan kanca-kancane padha latihan reog kanggo acara Syawalan,Wong-wong desa padha ndelok latihan iku,Bejo dadi pemain utama ing reog,Desa iku dikenal amarga reog sing apik
Agriculture,Panen pari ing desa mau dadi sukses lan akeh.,Warga desa ora entuk hasil sing apik amarga salah teknik.,Pak Bambang nuduhake cara nandur pari ing sawah kanthi cara tradisional,Para warga desa padha nglumpuk kanggo sinau teknik iki,"Pak Bambang njlentrehake pentinge ngormati Dewi Sri, dewi pari",Kabeh warga nindakake upacara sesaji sadurunge nandur
Religious Holiday,Bu Budi njaluk tulung tangga-teparo nyumbang beras kanggo zakat.,Pak Budi mutusake ora nyiapake kue amarga kesel.,Wulan Ramadan wis cedhak,Keluargane Pak Budi biasane nyiapake kue lan panganan khas,Kabeh anggota keluarga nindakake tugas dhewe-dhewe kanggo nyiapake,"Ana sing masak, ana sing ngresiki omah"
Death,Warisan bisa diatur kanthi adil lan rukun.,Sigit njupuk kabeh warisan kanggo dhewe.,Sigit kudu ngatur warisan saka simbahnya,"Simbahnya ninggalake sawah, omah, lan kebon",Sigit kudu adil ing ngatur warisan kanggo sedulur-sedulure,Sigit nyuwun bantuan Pak Lurah kanggo ngatur warisan iku
Wedding,Upacara sungkeman nggawe suasana haru lan kebersamaan sing kental.,Upacara sungkeman nggawe penganten lan wong tuwa ora nyaman.,Penganten anyar nindakake upacara sungkeman sakwise pesta nikah,Upacara iki minangka wujud rasa hormat marang wong tuwa,Penganten njaluk pangestu lan njanjeni bakal tetep setya,Wong tuwa menehi nasehat lan pangestu kanthi tulus
Socio-religious aspect of life,Wong sing ora melu mangan iku bengi-bengi lara weteng.,Wong sing ora melu mangan iku tetep sehat sawise upacara.,Pak Idris ngadani upacara selamatan ing desa,Wong-wong desa padha teka lan melu ndedonga,"Sawise donga-donga, padha mangan bareng",Ana wong sing ora melu mangan
Wedding,Wong tuwa mberkahi penganten supaya uripe rukun lan bahagia.,Penganten ora gelem sungkem lan lunga saka upacara.,"Sawise upacara pernikahan rampung, ana tradisi sungkeman",Penganten lan wong tuwa padha sungkem,Iki minangka wujud bakti lan rasa syukur marang wong tuwa,Penganten lan wong tuwa ngrasakake suasana haru
Death,Wong-wong padha ngeleng-eling kabecikan jenazah.,Mbak Tiwi langsung balik kerja sawise acara penguburan.,Keluarga Mbak Tiwi ngetokaké jenazah menyang kuburan,Wong-wong padha mangkat menyang kuburan rame-rame,"Sawise penguburan, padha ngumpul ing omahe Mbak Tiwi",Wong-wong padha ndedonga kanggo arwah sing wis tilar donya
Socio-religious aspect of life,Rina njaga kebersihan kali kanthi tumindak apik.,Rina mbuwang sampah ing kali.,Rina njagong ing pinggir kali wektu subuh,Rina ndeleng banyu kali sing resik,Rina ngeling-eling tradisi desa sing nglarang mbuwang sampah ing kali,Rina rumangsa bangga karo desa lan warga desane
Socio-religious aspect of life,Pameran panganan tradisional dianakake kanggo nglumpukake dana bantuan.,Warga desa nglirwakake panenan lan pindhah menyang kutha.,Panen pari ing desane Pak Darto dadi rubuh,Udan deres njalari lemah kebak banyu,Pak Darto lan warga desa padha prihatin,Kabeh padha ndedonga marang Dewi Sri supaya panenan selamet
Socio-religious aspect of life,Tradisi iki dipercaya bisa ngusir roh jahat lan memberkahi bayi.,"Sawise slametan, kabeh wong padha mulih kanthi seneng.","Ing desa, ana tradisi slametan kanggo bayi sing baru lahir",Keluarga bayi padha ngundang tetangga lan sanak sedulur,Slametan iki diiringi ndedonga lan mangan bareng,Bayi banjur didedonga supaya sehat lan berkah
Fisheries and Trade,Wulan saiki bisa tuku iwak sing seger dhewe.,Wulan ora ngerti carane milih iwak.,Wulan lan ibune sering menyang pasar kanggo tuku iwak,"Nalika tuku, ibune mesthi ngajari cara milih iwak sing seger lan apik",Wulan merhati tenan saben pitutur saka ibune,"Saben tuku, dheweke tetep eling petung"
Fisheries and Trade,Siti seneng amarga kepitinge laris manis.,Siti kesel amarga warunge rame.,Siti sing nggawe kepiting bakar ing pasar desa,Kepiting iki dijupuk saka tambak sing diurus karo warga desa,Wong-wong padha ngantri kanggo tuku kepiting Siti,Rasa kepiting sing enak nggawe warunge rame
Fisheries and Trade,Mbok Minah mutusake kanggo nambah stok iwak amarga akeh permintaan.,Mbok Minah mutusake kanggo nambah rega iwak.,Mbok Minah iku pedagang iwak ing pasar tradisional,Dheweke mesthi milih iwak sing paling seger kanggo para pelanggan,"Saben iwak sing didol, dheweke menehi rega sing adil","Dina iki, pasar rame banget"
Wedding,Kabeh tamu seneng lan mangan bareng-bareng.,Keluarga Arif ora nyiapake panganan.,Keluarga Arif nyiapake kenduri kanggo rabi anak mbarepne,Kenduri iki minangka salah siji tradisi penting ing desa,Wong sak kampung diajak melu,Panganan tradisional disiapake kanggo kabeh tamu
Food,Rujak cingur iki digawe saka cingur sapi lan bumbu petis.,Sukir saiki pengen mangan rujak cingur saben dina.,Sukir lan kanca-kancane mangan rujak cingur ing warung Bu Tini,Rujak cingur iku panganan khas saka Surabaya,Sukir seneng banget karo rujak cingur iki,Kanca-kancane uga padha setuju yen rujak cingur iki enak
Death,"Sawise yasinan, kabeh padha mangan jenang abang.","Sawise yasinan, kabeh langsung bubar.",Keluarga Bu Sri nggawe acara yasinan saben malam Jumat,Iki kanggo nyengkuyung arwah almarhum Bapak,Tetangga lan sanak saudara padha teka,Wong-wong padha maca Yasin lan tahlil
Agriculture,"Setelah upacara, warga desa bersama-sama mulai menanam padi.",Upacara ini tidak lagi diadakan karena dianggap kuno.,"Setiap kali musim tanam tiba, Pak Slamet selalu mengadakan upacara wiwit tandur",Upacara iki minangka ungkapan rasa syukur lan doa agar panennya melimpah,Warga desa ikut serta dalam upacara ini,Upacara ini berlangsung dengan khidmat dan sakral
Food,Sari nggawa pulang oleh-oleh sing disenengi keluargane.,Sari lali nggawa oleh-oleh kanggo keluargane.,Sari arep mulih menyang desa sawise lulus kuliah,Dheweke pengin nggawa oleh-oleh khas kota kanggo keluargane,Sari mutusake kanggo tuku bakpia lan wingko babat,Dheweke mriksa kualitas barang sadurunge tuku
Food,Mbak Tini ngajak warga desa sinau nggawe jenang.,Mbak Tini ora seneng yen jenange laris.,Mbak Tini seneng banget nggawe jenang,Jenang kang digawe kaya jenang grendul lan jenang sumsum,Wong-wong desa seneng tuku jenang Mbak Tini kanggo acara adat,Mbak Tini kerep oleh pesenan akeh nalika musim hajatan
Pregnancy and Kids,"Sakwise ngombe wedang uwuh, Sari ngrasakake mules luwih reda lan dadi luwih sehat.",Sari tetep ngrasakake mules lan ora percaya karo wedang uwuh.,Sari lagi ngandhut lan sering ngrasakake mules,Simbah kakunge menehi saran kanggo ngonsumsi wedang uwuh supaya rasa mules reda,Wedang uwuh dipercaya bisa nambah stamina lan ngurangi rasa ora nyaman,Sari manut karo saran iki lan ngombe wedang uwuh saben dina
Family Relationships,Budi ngerti pentingnya njaga tradisi keluarga.,Budi ora seneng karo kue tradisional.,Budi diundang arisan keluarga ing omah embah,Budi seneng ketemu karo sedulur lan sepupu-sepupune,Budi lan sedulure padha mangan kue tradisional bareng-bareng,Budi diajari carane nggawe klepon karo embah
Religious Holiday,Sari tetep tangi esuk kanggo shalat Idul Fitri.,Sari turu nganti awan.,Sari lan keluargane ngumbah piranti sawise mangan sahur,Esuke bakal dina Raya Idul Fitri,Kabeh piranti kudu resik sadurunge shalat Idul Fitri,Sari seneng banget nyiapake kabeh bareng-bareng
Daily Activities,Wati nyiram tanduran karo ati seneng.,Wati ora peduli karo tandurane.,Wati saben esuk ngresiki omah,Dheweke seneng yen omahe resik lan rapi,Wati uga seneng ngrumat tanduran ing kebon,"Dina iki, Wati nemokake kembang anyar mekar"
Fisheries and Trade,Pak Sukri ngedum olahan iwak karo kabeh warga desa.,Pak Sukri mangan olahan iwak dhewe tanpa ngedum.,"Tiap taun, desa Ngawi ngadani festival iwak",Wong-wong padha nyiapake macem-macem olahan iwak,Pak Sukri dadi juru masak utama,Wong-wong padha ngenteni masakane Pak Sukri
Traditional Games,Dolanan jamuran dadi kegiatan rutin ing sekolah.,Rina lan Lestari ora ngerti cara dolanan jamuran.,Rina lan Lestari seneng dolanan jamuran ing kebon sekolah,Jamuran iku dolanan sing mbutuhake kekompakan lan kelincahan,Rina sing dadi pemimpin dolanan iki,Lestari nggawa kanca-kanca liyane kanggo melu
Wedding,Resepsi diramekake kanthi tari-tarian tradisional.,Kabeh tamu lali karo adat Jawa.,"Dina rabi, Kinan lan Dika nganggo busana adat Jawa",Kinan nganggo kebaya putih lan Dika nganggo beskap hitam,Upacara ijab kabul dilakoni ing omah gedhe mbah Kakung,Kabeh tamu ngurmati adat Jawa lan nganggo busana tradisional
Religious Holiday,Melasti nggawe warga padha ngrasakake damai.,Warga Bali ora gelem nindakake Melasti amarga males.,"Sadurunge Nyepi, warga Bali ngadani upacara Melasti",Upacara iki dianakake ing pantai kanggo ngresiki diri,Kabeh padha mbuwang sesajen ing laut,Suasana dadi khusyuk lan sakral
Family Relationships,Anake Pak Darma dadi ngerti lan tresna marang tani.,Anake Pak Darma ora seneng lan ora gelem sinau bab tani.,Pak Darma asring ngajak anak-anak lan bojone dolan menyang sawah,"Ing sawah, Pak Darma mulang bab tani lan pentingnya ngrawat alam",Anake Pak Darma seneng lan gelem sinau bab tani,Pak Darma bangga karo anake
Religious Holiday,Wong-wong padha mangan bareng ing omahe Pak Modin.,Wong-wong padha kerja bakti nyapu desa.,Wong-wong desa padha nyiapake megengan kanggo menyambut Ramadan,Tumpeng lan kue-kue tradisional disiapake kanggo acara iki,Megengan diadani kanggo ndonga supaya ibadah Ramadan lancar,Tradisi iki ngumpulake kabeh warga desa kanggo ngumpul lan ndonga bebarengan
Religious Holiday,Warga desa percaya yen adat iki bisa ngusir roh jahat sadurunge Lebaran.,Warga desa nglumpuk kanggo pesta sawise ngadohke setan.,"** Dina Rabu Pungkasan, warga desa ngumpul ing alun-alun kanggo ngadohke setan",Wong-wong padha nggawa obor lan nyanyi bareng,Acara iki wis dadi adat turun-temurun,Warga desa ngarepake berkah lan keamanan sawise acara iki
Daily Activities,Keluargane Andi mangan sega liwet bebarengan karo seneng.,Sega liweté ora mateng lan kudu dibuwang.,Andi lan ibune masak sega liwet ing pawon tradisional,Andi nyiapake bahan-bahan lan ibune masak nganggo dandang,Aroma sega liwet sing wangi nyebar ing saubengé pawon,Sega liwet wis mateng lan siap dipangan
Daily Activities,Darto uga mulang anak-anak kampung supaya ngerti pentingnya tangi esuk.,Darto ora peduli karo pitik jago yen wis tangi.,Darto seneng banget karo pitik jago,"Saben esuk, dheweke mesthi tangi karo swara kokoke pitik jago","Pitik jago iku ora mung dadi kewan kesayangan, nanging uga dadi alarm alami kanggo Darto",Darto percaya yen pitik jago iku nggawa rejeki
Art,Andi nggawe sanggar gamelan kanggo bocah-bocah desane.,Andi mandheg main gamelan amarga capek.,Andi ahli main gamelan,"Saben ana upacara adat, Andi tansah melu main gamelan",Andi seneng yen kabeh wong ngapresiasi musik gamelan,Andi kepengin ngajari generasi muda supaya tresna gamelan
Family Relationships,Budi lan keluargane ngrasa seneng lan nyaman ing desa anyar.,Budi lan keluargane ora ketemu tangga-tangga anyar.,Budi lan keluargane pindhah menyang desa anyar,Budi kudu kenalan karo tangga-tangga anyar,Tangga-tangga ing desa kuwi ramah lan mbiyantu,Budi lan keluargane diundang tetangga kanggo mangan bareng
Death,Keluarga Pak Joko nampa sumbangan saka warga kanggo nglebokake kembang.,Warga dusun ora nindakake upacara adat.,"Pak Joko, kepala dusun, sedo kanthi mendadak",Warga dusun rame-rame nyiapake upacara layat,Kabeh wong nganggo busana ireng lan nyekar ing kuburane,"Sabubare layat, warga nglebokake kembang ing kuburane"
Daily Activities,Sinta langsung mbenerke klambi kasebut.,Sinta tetep nggunakake klambi sing sobek.,Sinta nyiapake klambi kanggo acara mantenane,Sinta seneng banget karo klambi adat Jawi sing dianggo,Klambi kasebut diwarisake saka neneke,Ning Sinta kaget amarga klambine ana sing sobek
Traditional Games,Dian lan kanca-kanca seneng bareng nalika dolanan cublak-cublak suweng.,Dian ora seneng dolanan cublak-cublak suweng.,Dian lan kanca-kancane dolanan cublak-cublak suweng ing halaman omahe,Cublak-cublak suweng iku dolanan tradisional Jawa sing migunakake lagu lan gerakan tangan,Dian seneng banget dolanan iki amarga bisa nyanyi bareng kanca-kanca,Kanca-kancane uga seneng dolanan karo Dian
Socio-religious aspect of life,Keluarga Sari ngucapke sukur marang Gusti Allah.,Warga desa padha bali tanpa mangan.,Sari lan keluargane nganakake selamatan ing desa,Warga padha teka lan nggawa panganan,Sari lan keluargane nggawa tumpeng lan sega kuning,Upacara selamatan ditindakake kanthi lancar
Art,Bocah-bocah dadi luwih pinter lan berbudaya.,Siti lali piwulang saka serat Wedhatama.,Siti seneng maca serat Wedhatama,Siti ngrasa serat iki ngandhut akeh piwulang,Siti sering maca serat iki ing wayah sore,Siti pengin ngajarake piwulang saka serat iki marang bocah-bocah
Death,"Sawise rampung upacara, kabeh padha mangan ing omah sing ditinggal.",Wong-wong padha ora ngerti apa sing kudu ditindakake sawise upacara.,"Ing desa cilik, ana tradisi khusus nalika ana wong mati",Saben warga desa kudu teka melu layat lan doakan wong sing mati,Wong-wong padha nggawa kembang lan lilin,Klambi ireng dadi sandhangan wajib kanggo kabeh wong sing melu
Socio-religious aspect of life,Dhalang terkenal ora gelem mulang Budi.,Budi langsung dadi dhalang sing terkenal sawise sinau.,Budi kerep ndelok wayang kulit saben ana acara desa,Dheweke kagum karo lakon-lakone,Budi pengin sinau dadi dhalang,Sampeyan Budi ketemu karo dhalang terkenal lan njaluk diajari
Traditional Games,Rina terus latihan lan akhire bisa menang nglawan neneknya.,Rina kesel lan ora gelem dolanan congklak maneh.,Rina seneng dolanan congklak karo neneknya,Congklak iku dolanan tradisional sing nganggo papan kayu lan biji-bijian,Nenek Rina pinter banget lan sering menang,Rina kepengin bisa ngalahake neneknya
Pregnancy and Kids,Sinta ngrasa seneng amarga bisa njaga tradisi.,Sinta ora seneng nggawe bubur.,Sinta lagi nyiapake bubur merah putih kanggo syukuran,Bubur iki minangka simbol rasa syukur lan berkah,Tradisi iki tetep dijaga ing keluargane Sinta,Kabeh anggota keluarga kumpul kanggo ngrayakake
