topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Pregnancy and Kids,Ayu lan suamine mulih ing omah.,Ayu lan suamine melu sawah.,Ayu nglairi bayine,Bayi Ayu kang ayu lan seger,Ayu ngerti yen bayi perlu disusoni,Ayu nerangake marang suamine
Family Relationships,Rina milih nrima Tama kados kalebu.,Rina pancen ora milih nrima Tama kados kalebu.,"Rina lan adhine, Tama, wis ora sarujuk wiwit saka cilik",Tama wis milih jalan urip sing beda,Rina pancen milih jalan urip sing luwih tradisional,Rina krasa sedih amarga Tama ora milih jalan urip sing padha
Religious Holiday,Dedi wis tau nggawe kembang api sadurunge.,Kembang api ora enak didol.,Dedi wis nelasah wengi saking bledug kembang api ing kutha,Dedi ora weruh kembang api ing dalan,Dedi mesti nggawe kembang api piyambak,Dedi kudu nanggapi wong-wong sing mbedhug kembang api
Wedding,Tono nganggo rambut sing apik ing dina kawin.,Tono nganggo rambut sing kurang apik ing dina kawin.,Tono nonton tayangan kawin ing TV,Tono pengin kawin karo pacare ing dina wiyosan,Tono tuku kebaya kanggo dadi busana kawin,Tono nonton video tutorial kanggo ndandani rambut
Socio-religious aspect of life,Bintang metu saka désa tanpa lumebu omah warga liyané.,Bintang weruh warga désa ing ngarep omahé.,Bintang bakal ngadakake ritual sedekah bumi ing désané,Bintang wis ngracik kembang lan wewangian,Bintang ora bisa lumebu désa tanpa mehatur nuwun marang warga,Bintang ora bisa weruh warga désa ing ngarep omahé
Agriculture,Warga tansah ngandelake tetanduran jagung kanthi cara tradisional.,Warga ora gelem njaluk bantuan saka tetangga.,Warga padha-padha nemu tetanduran baru,Warga ora tau tetanduran apa iku,Warga tansah njaluk bantuan saka tetangga,Tetangga njawab yen tetanduran iku kalebu tetanduran jagung
Traditional Games,Aku lan kanca-kanca dolanan gundu nganti wengi.,Aku njupuk watu kanca-kanca amarga aku kalah.,Aku lan kanca-kanca dolanan gundu ing kali,Gundu yaiku permainan tradisional Jawa sing dimainake nganggo watu,Aku lan kanca-kanca nyoba mbaleni kanca-kanca liya,Aku lan kanca-kanca seneng banget dolanan gundu ing kali
Fisheries and Trade,Toko Mbah Slamet dadi sumber rejeki kanggo warga desa.,Mbah Slamet banjur nutup toko iwak amarga ora cukup untung.,Toko iwak Mbah Slamet terkenal ing kutha iki,Mbah Slamet mbuka toko iwak wiwit esuk,Para warga kutha tuku iwak ing toko Mbah Slamet,Mbah Slamet dikenal kanggo kasajian lan kejujuran
Wedding,Sinta kudu nganggo busana adat Jawa sing sakral.,Sinta nganggo sepatu olahraga.,Sinta kudu njaga tradisi Jawa,Sinta kudu nganggo busana adat Jawa,Sinta nganggo riasan adat Jawa,Sinta nganggo sepatu tradisional Jawa
Wedding,Mbah Katirah mulya tanpa kaya.,Pak Karta jadine rengit agawe kaya.,Pak Karta duwe kang kaya,Pak Karta milih kaya kaya,Pak Karta kuwi pinter pilih kaya,Pak Karta ora milih kang luwe
Religious Holiday,Icha mesthi mangan esuk rencang bareng kanca-kancane.,Icha ora gelem mangan esuk rencang bareng kanca-kancane.,Icha ora gelem mangan esuk rencang ing wulan Ramadhan,Icha mangan esuk rencang bareng kanca-kancane,Icha mesthi nyiapake esuk rencang kanggo wong tuwane,Icha tansah mangan esuk rencang ing wulan Ramadhan
Art,Lestari dadi bintang panggung ing konser musik tradisional.,Lestari mandhek latihan gitar lan milih hobi liyane.,Lestari pinter main gitar lan nduwene kekarepan dadi musisi terbaik,Lestari nduwene ati sing wasis lan pinter nguneman,Lestari latihan luwih kenthel supaya bisa dadi bintang panggung,Lestari nduwene kekarepan nyabetaken lagu ing festival musik
Food,Dwi ora suka es teler.,Gusnul wis ahli gawe gudeg.,Tiga dina iki bakal ana acara hajatan,Acara hajatan iki butuh akeh panganan,Gudeg khas Yogyakarta iki ora ketinggal,Gusnul mesti gawe gudeg
Daily Activities,Rara njaluk saran saka ibu lan kanca.,Rara ora njaluk saran saka ibu lan kanca.,Rara kudu njaluk saran saka wong tuwa,Rara mung nduwe sedikit wektu,Rara kudu njaluk saran saka kanca,Rara bakal njaluk saran saka ibu
Daily Activities,Wong tuwané seneng banget karo rumah anyar.,Wong tuwané kuciwa karo rumah anyar.,Arini mbangun rumah anyar ing désa,Rumah iku kanggo wong tuwané,Arini seneng mbangun rumah kanggo wong tuwané,Arini kasil mbangun rumah kanggo wong tuwané
Death,Kulawarga Slamet ngadakake upacara adat karo khusuk.,Kulawarga Tono nglakoni upacara adat karo ora khusuk.,"Nalika seda, kulawarga Tono ora bisa nglakoni upacara adat Jawa",Tono seda sawisé ngalami kecelakaan,Kulawarga Tono ora duwe dhuwit kanggo nglakoni upacara adat,Upacara adat kasebut dadi syarat kanggo Slamet olèh ngadekake makam
Pregnancy and Kids,Wong Jawa percaya yen tradisi kaya iki bisa njaga kandhutan mbak supaya sehat.,Wong Jawa percaya yen tradisi kaya iki bisa njaga mbak supaya rupane ayu.,"Setahun wis suwe, anak mbok wis siyam sasi",Wong Jawa percaya yen tradisi kaya iki bisa njaga kandhutan mbak supaya sehat,Ibu mbiyunge arep tuku tuwuhe utawa windu kanggo tradisi kandhutan,Wong Jawa percaya yen kembang bisa njaga kandhutan mbak supaya sehat
Food,Yuni pameri kue semar mendem ing gawe warga.,Winda tuku kue bika ambon ing pasar.,Winda wani nggawe kue bika ambon kanggo kue lebaran,Winda mesthi nggawe kue bika ambon ing wanci lebaran,Kue bika ambone Winda paling disenengi karo warga,Wong-wong ndhobel kue bika ambone Winda
Death,Kulawarga Rina nggawe upacara adat kanggo ngeti pasa 7 dina sedane Rina.,Kulawarga Rina milih nggawe upacara adat nganggo kain modern.,"Rina wis seda, banjur kulawarga melu nggawa jenasah menyang papan panguburan",Kulawarga Rina nggawe upacara adat nganggo kain lurik lan blangkon,Rina dikubur ing papan panguburan kulawarga,Kulawarga Rina melu nangis kacap
Family Relationships,Dewi ora perduli maneh karo sedulur ipare.,Nasib ana ing sisih Dewi.,Dewi tresno karo sedulur ipare,Dewi ngarep-arep yen sedulur ipare dadi garwane,Dewi tansah ndedonga supaya padha ditakdiraké kanggo bebarengan,Dewi ketemu wong iki sawise 10 taun pisah
Pregnancy and Kids,Ayu ngerti pentinge mangan seimbang yèn ngandut.,Ayu mangan iwak mentah tanpa izin ibune.,Ayu ngandut bocah,Ayu njaluk bantuan ibune,Ibu Ayu nyegah Ayu mangan iwak mentah,Ayu seneng mangan iwak mentah
Daily Activities,Tono nggunakake bus kanggo ngantre kerja.,Tono nggunakake motor kanggo ngantre kerja.,Tono milih nggunakake transportasi umum,Tono ora seneng nggunakake motor,Tono duwe kartu elektronik,Tono nggunakake bus kanggo ngantre kerja
Art,Rini tampil ing acara budaya nganggo tarian Bedhaya Semang.,Rini ora melu acara budaya amarga ora bisa latihan.,Rini ngerasa pengin nglakoni acara budaya ing desane,Rini melu latihan tarian tradisional Bedhaya Semang,Rini latihan banget supaya bisa nampil ing acara budaya,Rini uga njaga kesehatan supaya bisa tampil apik
Pregnancy and Kids,Dina njaga bayine supaya tumbuh sehat lan cerdas.,"Dina menehi panganan kang ora bergizi, mula bayine dadi lara.",Dina gelem njaga bayine kang umur loro wulan,Dina ngopeni bayine nganggo cara kang bener,Dina menehi susu ibu marang bayine,Dina uga menehi panganan kang bergizi
Religious Holiday,Rani mesthi mangan esuk rencang bareng kanca-kancane.,Rani ora gelem mangan esuk rencang bareng kanca-kancane.,Rani tansah mangan esuk rencang ing wulan Ramadhan,Rani mesthi nyiapake esuk rencang kanggo wong tuwane,Rani ora gelem mangan esuk rencang bareng kanca-kancane,Rani seneng banget mangan esuk rencang ing wulan Ramadhan
Art,Rina ditanggapake dadi genderang kanggo ngrimpen upacara adat Jawi.,Ayu ora ngerelengaken tari Bedhaya nalika ing acara-acara adat Jawi amarga dheweke ora seneng maneh.,Ayu kepengin ngerelengaken kagunan tari Bedhaya,Ayu ngerasa senengane nalika ngerelengaken tari Bedhaya,Ayu pancen senengane ngerelengaken tari kasebut nalika ing acara-acara adat Jawi,Ayu pancen senengane ngerelengaken tari kasebut
Pregnancy and Kids,Rini melahirkan bayi perempuan sehat.,Rini lahir bayi perempuan cacat.,Rini hamil loro kaping,Rini nglakoni ritual selapanan,Ritual selapanan ditindakake kanggo nglindungi janin,Rini nglakoni ritual selapanan supaya bayine lahir sehat
Death,Kulawarga lan kerabat kudu njaga kematian pala karo ritual-ritual istimewa.,Kulawarga lan kerabat ora perlu njaga kematian pala karo ritual-ritual istimewa.,"Wengi yen ana anggota kulawarga sing pala, kulawarga kudu ngadhepake prosesi siraman",Prosesi siraman dilakoni kanggo ngresiki jasad,Kulawarga kudu milih kain putih kanggo ngubur,Kain putih kuwi simbol saka kesucian
Socio-religious aspect of life,Budi ora mangan jamu kanggo obat.,Budi mangan jamu kanggo obat amarga lara.,Budi lagi lara,Budi nindakake pengobatan tradisional,Budi mangan jamu kanggo obat,Kondisi Budi tambah parah
Wedding,Sinta nganggo kado sing saka bahan dasar nalika dina mantu.,Sinta nganggo kado sing saka bahan dasar nalika dina kerja.,Sinta pengin menehi kado marang pengantin,Sinta pengin nganggo kado sing unik,Sinta ora menehi kabar marang pengantin,Sinta nganggo kado sing saka bahan dasar
Wedding,Lestari langsung njaluk tulung wong-wong sing ana ing sakupenge.,Lestari mung nanggepi tali sepatu karo sembarang cara.,Lestari wis nyiapake busana pengiring kanggo mantenan,Lestari wis sinau tata cara nganggo busana pengiring khas Jawa,Lestari kasil nganggo busana pengiring sing apik lan rapi,"Tiba-tiba, Lestari kaget karo tali sepatu sing putus"
Traditional Games,Mbok Sri kasil nangkisake buah catur lawane.,Mbok Sri ora kasil nangkisake buah catur lawane lan ora gelem nyoba maneh.,Mbok Sri arep main catur ing lapangan,Mbok Sri kasil nemoni lawan catur,Mbok Sri ora kasil nangkisake buah catur lawane,Mbok Sri tansah coba nangkisake buah catur lawane
Food,Arini milih njupuk es degan kang dibungkus karo wadah kang kuat.,Diah ora bisa ngangkat sate karo wadah.,Diah milih nggunakake wadah kanggo ngangkat sate,Diah ora tau yen sate kasebut kudu diangkat karo lidi,Diah kesel amarga ora ngerti cara ngangkat sate kang bener,Diah milih njupuk wadah liya kanggo ngangkat sate
Death,Kulawarga Mas Purwanto nindakake upacara adat nganggo tata cara sing bener.,Kulawarga Mas Purwanto ora nindakake upacara adat.,"Mas Purwanto seda, kulawarga kudu nindakake upacara adat Jawa",Kulawarga kudu nganggo busana sederhana,Mas Purwanto kudu dikubur nganggo prosesi adat,Kulawarga kudu njaga pusara Mas Purwanto
Socio-religious aspect of life,Rina terus nulis lirik kanggo ngasilake karya sing apik.,Rina ora nulis lirik maneh amarga ora punya inspirasi.,Rina seneng nulis lirik lagu,Rina ora tau nganggur amarga kerep nulis lirik,Rina duwe cita-cita dadi penyanyi terkenal,Rina kerep nindakake ritual keagamaan saben dina
Wedding,Siti langsung njaluk tulung wong-wong sing ana ing sakupenge.,Siti mung nanggepi api karo sembarang bahan.,Siti wis sinau sajen lan bumbu kanggo ngolah gudeg buat acara mantenan,Siti ora gelem lali tata cara ngolah gudeg khas Yogyakarta,Siti kasil ngolah gudeg sing lembut lan bumbune seger,"Tiba-tiba, Siti kaget karo kebakaran ing pawon"
Religious Holiday,Rina lan wong tuwa nglakoni Idul Fitri bareng.,Rina ora ndedonga supaya kue sing dibuat enak.,Rina lan keluarga milih nggawe kue khas Idul Fitri,Rina ndedonga supaya kue sing dibuat katon apik,Rina tansah ndedonga supaya kue sing dibuat enak,Rina lan keluarga melu nggawe kue
Death,Sri nganggo lengo ireng kanggo njaluk marang wong kang wis tilar donya.,Sri nganggo lengo ireng amarga ora duwe dhuwit.,Sri tansah nganggo lengo ireng saben ana kematian,Sri nganggo lengo ireng kanggo njaluk marang wong kang wis tilar donya,Sri arep njaga adab lan sopan,Sri tansah nganggo lengo ireng luwih saka setaun
Fisheries and Trade,Rina kasil nandur iwak ing tambak.,Rina ora kasil nandur iwak ing tambak.,Rina kudu njaga tambak supaya iwak ora mati,Rina kudu njaga tambak supaya tambake ora rusak,Rina ora gelem njaga tambak saengga tambake rusak,Rina ora tau bakal kasil nandur iwak
Pregnancy and Kids,Mbak Sri kudu nindakake ritual-ritual kanggo nglindungi bayine.,Mbak Sri kudu nyerahake bayine marang wong liya.,"Mbak Sri lagi meteng, Mbak Sri kudu ngindakake ritual-ritual kanggo nglindungi bayine","Mbak Sri kudu nindakake ritual ""Mitoni"" kanggo nglindungi bayine","Ritual ""Mitoni"" iki diadani nalika bayine wis kaping pitu wulan",Mbak Sri kudu njaga kesehatane awake dhewe
Food,Citra tuku krupuk khas Bandung sing rasané mirah.,Ayu tuku meja makan sing ora mirah.,Ayu lagi mencari kerja,Ayu pengin tuku meja makan,Ayu temu meja makan sing ora mirah,Ayu ora paham carane milih meja makan
Traditional Games,"Sawise permainan rampung, para pemain lan warga desa golèk sesaji kanggo mesti kemenangan.","Sawise permainan rampung, tim kang kalah ora mesti kemenangan para pemain kang menang.","Ing desane, ana permainan tradhisional ""Huda-Huda"" sing dimainake ing sawah",Huda-Huda iku permainan kang dilaksanakake kanggo ningkatake jiwa kerja sama lan sportifitas,Permainan iki dilaksanakake karo nglompati wong utawa gawe gawe marang lawan,Kemenangan ing permainan iki ditentokake karo tim kang bisa ngalahake lawan
Traditional Games,Siti lan kanca-kancane milih main Dakon maneh dina esok.,Siti lan kanca-kancane milih main Gobak Sodor.,Dina iki Siti lan kanca-kancane adus marani Dakon ing alun-alun,Siti seneng bangat main Dakon amarga bisa ngasah keterampilan,Siti lan kanca-kancane milih posisi masing-masing,"Siti bakal dadi ""pemain"" ing mainan iki"
Traditional Games,Mula Lintang dadi juara gaple.,Mula Lintang dadi juru main gaple.,Lintang seneng dolanan gaple,Lintang pinter nyawang lawan,"Nang ndhuwur sawah, Lintang mesthi rame","Lintang asring guyon, nanging dheweke ngerti watesan apa sing bisa dicekel lan sing ora bisa"
Death,Wong-wong padha njupuk esuk karo wong-wong sing ditinggal Mbak Diah.,Anak-anake Mbak Rini ora kenal karo wong tuwa.,Mbak Rini dadi wong wadon wong tuwa sing wis seda,Anak-anake Mbak Rini ora ana ing kutha,Kulawargane kudu ngubur Mbak Rini dhewe,Wong-wong padha tangis lan ngayuh-ayuh
Agriculture,Dini ora njaluk restu saka leluhure sadurunge nandur kedelai.,Dini sukses nandur kedelai lan ngasilake panen sing melimpah.,Dini péngin nglakoni upacara adat Tahun Baru Islam sadurunge nandur kedelai,Dini ora ngerti tata cara upacara adat,Dini njaluk bantuan marang ibune,Ibu Dini menehi tuntunan kanggo nglakoni upacara adat
Fisheries and Trade,Tono tuku jaring lan peralatan nelayan.,Tono tuku jaring sawise wengi.,Tono wis nduwe dhuwit,Dheweke kepengin tuku jaring anyar,Jaring lawase rusak,Tono kudu tuku jaring kanthi cepat
Food,Dian pameri kue lapis ing gawe warga.,Rina tuku kue putu ing pasar.,Rina wani nggawe kue putu kanggo kue lebaran,Rina mesthi nggawe kue putu ing wanci lebaran,Kue putune Rina paling disenengi karo warga,Wong-wong ndhobel kue putune Rina
Family Relationships,Santi krasa seneng karo sedulure.,Sari ora seneng karo sedulure.,Wong cilik kaya Sari kudu maringi dheweke sedulur karo wong tuwa,Sari matur nuwun karo sedulure,Sari tansah nyawisake nedha awan kanggo sedulure,Sari krasa seneng karo sedulure
Family Relationships,Asep lan sedulure wadone mbangun omah anyar sing apik.,Rika dadi wong sing ora bisa dipercaya amargi ibune.,Rika tansah ngedhoni ibune,Ibu Rika wis tansah ndedhoni Rika,Rika seneng banget karo ibune,Rika dadi wong sing biso dipercaya amargi ibune
Traditional Games,Damar dadi jawara dolanan lari gembel.,Damar kalah dolanan lari gembel.,Damar karo kanca-kancane dolanan lari gembel ing lapangan,Damar iku bocah sing pinter dolanan lari gembel,Damar kudu ngalahake kanca-kancane kanggo dadi jawara,Damar wis latihan dolanan lari gembel ing omah
Art,Fitri isih kerep latihan maca puisi.,Fitri nglala maca puisi amarga nyenengi.,"Ing dina riyaya, kelas Fitri bakal nindakake pentas puisi",Fitri pancen pengin maca puisi,Dheweke wis sinau maca puisi wiwit cilik,Fitri ora bisa maca puisi luwih becik amarga kurang latihan
Traditional Games,Bani kasil main Bentengan lan seneng.,Bani ora kasil main Bentengan lan menyerah.,Bani arep main Bentengan,Bani njaluk marang bapake cara main Bentengan,Bapake Bani menehi penjelasan cara main Bentengan,Bani semangat main Bentengan
Daily Activities,Aku lunga menyang pantai kanggo ningali wong-wong kanggo nglaut.,Aku ora seneng ningali wong-wong kanggo nglaut.,Kutha iki ana ing pinggir laut,Aku weruh wong-wong kanggo nglaut,Aku uga weruh wong-wong kanggo nandur pari,Aku weruh wong-wong kanggo main gitar
Wedding,Ayah nganggo nasihat sing saka leluhur nalika dina mantu.,Ayah nganggo nasihat sing saka leluhur nalika dina kerja.,Ayah pengin menehi nasihat marang anak,Ayah pengin nganggo nasihat sing bijak,Ayah ora menehi kabar marang anak,Ayah nganggo nasihat sing saka leluhur
Pregnancy and Kids,Lando lan istri njaluk bantuan bidan ing desa.,Rina lan suami njaluk bantuan saka ibu Rina.,Rina wis ngandut pitung wulan lan mulai ngrasakake gejala-gejala bayi anyar,Rina lan suami wis ngrawat diri karo sehat,Rina wis njaluk saran saka bidan ing desa,Rina lan suami wis ngrawat bayi karo cepat
Fisheries and Trade,Surya dudu milih ikan sing alus.,Surya duwe uang akèh saka dagangane.,Surya dados buruh nelayan ing pasar,Surya turu siang lan sare kene,Surya tansah ngayomi ikan sing dibeli utawa didol,Surya kudune karo ikan sing wis dibeli
Agriculture,Wong desa iki sukses mbuka sawah sawise nindakake ritual.,"Wong desa iki ora nindakake ritual, mula panen gagal.",Desa Sumberijo nindakake upacara Bedhah Bumi,Upacara iki nglairake panen raya ing desa,Wong desa iki kudu nindakake ritual sebelum panen,Wong desa iki wis nindakake upacara Bedhah Bumi kaping pirang-pirang
Art,Andi isih kerep latihan main gitar.,Andi nglala main gitar amarga nyenengi.,"Ing dina riyaya, kelas Andi bakal nindakake pentas lagu daerah",Andi pancen pengin main gitar,Dheweke wis sinau main gitar wiwit cilik,Andi ora bisa main gitar luwih becik amarga kurang latihan
Food,Mula Haikal disenengi kanca-kancane.,Mula Haikal ora disenengi kanca-kancane.,Haikal kuwi bocah sing gampang srawung,Haikal pinter mecah suasana,Nang endi wae Haikal mesthi rame,"Haikal asring guyon, nanging dheweke ngerti watesan apa sing bisa dicekel lan sing ora bisa"
Wedding,Ria kudu nganggo rambut gada.,Ria nganggo rambut lurus.,Ria kudu nganggo kebaya,Ria kudu nganggo kain batik,Ria kudu nganggo gelang,Ria kudu nganggo kalung bathok
Pregnancy and Kids,Wong tuwaku ngandani yèn upacara khitanan iku prosesi sing wigati nandur wiji.,Wong tuwaku ngandani yèn upacara khitanan iku prosesi sing ilangake wiji.,Wong tuwaku ngandani yèn aku kudu nglakoni upacara khitanan,Aku wis ngerti kabeh sing kudu dilakoni nalika upacara khitanan,Aku uga ngerti yèn upacara khitanan iku prosesi sing wigati,Aku uga ngerti yèn upacara khitanan iku prosesi sing nandur wiji
Pregnancy and Kids,Anak wadone dadi musisi terkenal.,Anak wadone ora seneng main biola.,Tirta lan Kania duwe anak wadon,Anak wadone duwe bakat main biola,Tirta lan Kania milih ngajar anak wadone nganggo cara tradisional Jawa,Anak wadone apik banget main biola
Fisheries and Trade,Wahyu nglaut karo kancane kanggo nangkep iwak.,Lesti tuku iwak beku.,Lesti tansah tuku beras ing pasar,Lesti kudu tuku beras kanggo masak kanggo kulawarga,Lesti ngliwati pasar ing pagi dina,Lesti tansah milih beras sing seger
Socio-religious aspect of life,Rina nglakoni upacara iki karo matur nuwun marang Gusti.,Raka wes rampungake shalat karo sukses.,Raka nglakoni shalat karo semangat sing luwih gedhe,Raka pengin dadi wong sing religius,Raka kepengin shalat karo semangat sing luwih suci,Raka nglakoni shalat karo laku urip sing religius
Family Relationships,Rina nugrok karo simbahane.,Ega tinggal karo simbahane.,Ega wis lanjut kuliah ing kutha gedhe,Ega duwe omah ing kutha gedhe,Ega ora pengin tinggal karo simbahane,Ega kepengin karo ibune
Wedding,Para tamu nganggo baju adat kanggo ndedonga.,"Mula, para tamu nganggo baju bebas.","Ing dina kawinan, para tamu wajib nganggo baju adat kang mewah",Baju adat kanggo priya lan putri wong saka Jawa,Werna baju uga mirip karo baju pengantin,"Rambute, dheweke nganggo kembang goyang kang unik"
Fisheries and Trade,Sinta milih iwak kang wis dibersihke.,Kris milih iwak kang wis rusak.,"Ing pasar, Kris tansah milih iwak segar",Kris ora tahu karo cara milih iwak segar,Ibu Kris dhawuh milih iwak kang wis dibersihke,Kris ora percaya karo ibune
Fisheries and Trade,Ayu sinau nganggo kandang ikan modern kanggo njaga ikan tetep seger.,Budi sinau nganggo es amarga ora tau nganggo.,Budi duwe warung ikan ing pinggir kutha,Budi tansah nganggo tansih kanggo njaga ikan,Budi ora tau nganggo es kanggo njaga ikan,Budi tansah nemokake ikan busuk
Family Relationships,Rika lan ibune dadi wong sing biso dipercaya.,Dedi dadi wong sing ora bisa dipercaya amargi ibune.,Dedi tansah ngurmati ibune,Ibu Dedi wis tansah ndedhoni Dedi,Dedi seneng banget karo ibune,Dedi dadi wong sing biso dipercaya amargi ibune
Pregnancy and Kids,Rina wis ngerti ritual-ritual Jawa kanggo nyambut lahirnya bayi.,Rina kudu lumebu kelas parenting.,Rina tanda-tanda kaget amarga dheweke hamil,Dheweke ora siyap ngadepi tanggung jawab dadi ibu,Rina kudu nglakoni ritual-ritual Jawa kanggo nyambut lahirnya bayi,Rina kudu nggawe sirih lengkap kanggo ritual
Traditional Games,Mereka menehi rasa syukur marang sawah.,Mereka menehi rasa marah marang sawah.,Bocah-bocah main petak umpet ing sawah,Petak umpet yaiku permainan tradisional sing disenengi,Mereka main karo temen-temen liyane,Mereka wisah main saka sore nganti peteng
Art,Damar dados seniman ingkang sae.,Damar nyerah amargi ora bisa nggawe wayang kulit.,Damar nyoba nggawe wayang saka kulit,Damar kerep nglampahi gagal,Damar ora pengin nyerah,Damar nggawe wayang kulit kanggo pertunjukan
Art,Rara meksa dheweke tetep tresna marang bocah laki-laki iku.,Rara ora gelem nresnani bocah laki-laki sing durung nate ditresnani.,Rara pacaran karo wong laki-laki,Dheweke ngerti bocah laki-laki kasebut saka platform media sosial,Rara ora tau ketemu karo bocah laki-laki kuwi,Rara nyoba ngilangake rasane
Art,Sinta sinau nari Bedhaya nganggo sabar lan ketelatenane.,Sinta nari Bedhaya ing acara luar negeri.,Sinta seneng nari Bedhaya,Sinta nggoleki guru kanggo sinau nari Bedhaya,Sinta nemu guru kanggo sinau nari Bedhaya,Sinta nari Bedhaya ing acara adat Jawa
Socio-religious aspect of life,Kulo nglakoni Idul Fitri karo keluarga.,Rina wes rampungake upacara karo sukses.,Rina nglakoni upacara adat karo keluarga,Upacara iki kanggo nglakoni pernikahan adhi,Rina kepengin nglakoni upacara iki karo semangat sing luwih gedhe,Rina nglakoni upacara iki karo laku urip sing religius
Agriculture,Mbokku ngajari aku yèn ngluruk tanah kudu dilakoni kanthi sabar lan ajeg.,Mbokku ngajari aku yèn ngluruk tanah kudu dilakoni kanthi cepet lan gegabah.,"Ing dina kamis, aku lan mbokku kebon ing sawah",Mbokku ngajari aku cara ngurus pari,Aku ora mingguhi kudu ngurus pari,Mbokku ngajari aku cara ngluruk tanah
Socio-religious aspect of life,Dian wis mari saka lara ari-ari.,Dian ora mari saka lara ari-ari.,Dian lara ari-ari,Dian pengin ngerja pengobatan,Dian tau ngerja pengobatan nganggo cara tradisional,Dian tau ngerja pengobatan nganggo jamu
Food,Asti mangan Jenang nganggo bubur.,Asti mangan Jenang nganggo nasi.,Asti seneng mangan Jenang,Jenang iku makanan khas Jawa,Asti arep tuku Jenang kanggo oleh-oleh,Asti butuh tahu cara mangan Jenang
Daily Activities,Wisma Budi karo para suwargi nglawan karo tetangga.,Wisma Budi ora bisa nglawan karo tetangga.,Wisma Budi dadi papan sing paling rame,Wisma Budi karo para suwargi karo mulai nglawan karo tetangga,Para suwargi ora bisa ngalahake tetangga,Wisma Budi ora bisa ngalahake tetangga
Wedding,Arya lan Gita nglakoni upacara pernikahan kang mèh.,Arya lan Gita mandheg pernikahané.,Arya lan Gita wis milih tanggal pernikahan kang mèh digelar,Arya lan Gita wis milih tempat pernikahan kang mèh kanggo mèh,Arya lan Gita wis milih tamu kang mèh diundhang,Arya lan Gita wis milih mendi kanggo mèh
Daily Activities,Indri wis sukses dadi juru masak.,Indri ora bisa masak.,Indri lagi nyiapake makanan kanggo kulawargane,Indri masak makanan sing lezat,Indri ora mangan ing luar,Kulawargane Indri seneng makanan sing dimasak Indri
Family Relationships,Wisnu tansah njaga tradisi leluhurne.,Rama ora njaga keselarasan ing antarane kulawarga.,Rama duwe omah ing desa,Rama tansah njaga keselarasan ing antarane kulawarga,Rama uga tansah njaga keselarasan ing antarane tetangga,Rama njaluk bantuan saka kulawarga kanggo njaga omahne
Food,Asep milih dadi juru masak gudeg ing restoran.,Asep milih dadi tukang ojek.,Asep kuwi bocah sing gampang kasil kasil masak gudeg,Asep pinter ngolah gudeg,Nang endi wae Asep mesthi bisa ngolah gudeg,Asep asring ngajar kanca-kancane masak gudeg
Agriculture,Siti nandur kembang mlathi ing plataran ngarep omah.,Siti tuku benih mlathi ing pasar.,Siti arep nandur kembang mlathi,Siti ora duwe benih mlathi,Siti njaluk benih mlathi marang tetange,Tetange Siti menehi benih mlathi marang Siti
Food,Rini mangan klapa orah nganggo tiga bumbu.,Akting mangan peye nganggo tangan kiri.,Akting mangan peye,Akting mangan peye nganggo tangan kiri,Akting nyesulit mangan nganggo tangan kiri,Akting mangan peye nganggo tangan tengen
Socio-religious aspect of life,Ibu Sinta ngajar Sinta babagan upacara adat Jawa.,Sinta ora mireng kandane ibune.,Sinta marengi upacara adat Jawa,Sinta ngerasa nganggur,Ibu Sinta menehi tugas kanggo Sinta,Sinta ora ngerti babagan upacara adat Jawa
Socio-religious aspect of life,"Akibate, Lesti mari kasilan.","Akibate, Lesti ora kasilan.",Wis seminggu Lesti lara kembung,Lesti kudu mangan sayur asem,Lesti ora gelem mangan sayur asem,Lesti ora tau kasilan
Agriculture,"Rina langsung metu saka meja makan, sawise disuguhake panen.",Rofi ora gelem nresnani bocah wadon sing durung nate ditresnani.,Rofi pacaran karo wong wadon sing seneng ngolah sawah,Dheweke ngerti bocah wadon kasebut saka platform media sosial,Rofi ora tau ketemu karo bocah wadon kuwi,Rofi nyoba ngilangake rasane
Socio-religious aspect of life,Arief tansah nganakake meditasi kanggo ngurmati dirine.,Arief ora tansah nggawe wanci kanggo meditasi.,Arief tansah nganakake meditasi kanggo ngurmati dirine,Arief tansah nggawe wanci kanggo meditasi,Arief tansah nggawe wanci kanggo meditasi kang efektif,"Ora jarang, meditasi kasebut nggawe Arief luwih tentrem"
Religious Holiday,Rina lan wong tuwa nglakoni Idul Fitri bareng.,Rina ora ndedonga supaya kue sing dibuat enak.,Rina lan keluarga melu nggawe kue khas Idul Fitri,Rina ndedonga supaya kue sing dibuat katon apik,Rina tansah ndedonga supaya kue sing dibuat enak,Rina lan keluarga sukses nggawe kue
Pregnancy and Kids,Ayu njaga anakne supaya tumbuh sehat lan cerdas.,"Ayu menehi panganan kang ora bergizi, mula anakne dadi lara.",Ayu gelem njaga anakne kang umur telung tahun,Ayu ngopeni anakne nganggo cara kang bener,Ayu menehi panganan kang bergizi marang anakne,Ayu uga menehi kasih sayang marang anakne
Art,Rina ndang diundang ning acara kesenian ing kutha.,Rina kerep tindak ning acara kesenian pas ulang tahun.,Rina kerep tindak ning acara kesenian,Dheweke seneng nonton joged tradisional,Rina uga remen lagu-lagu Jawa,Dheweke uwis nyoba joged tradisional ing omah
