topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Fisheries and Trade,Joko njupuk jala lan njaluk restu marang bapak lan ibu.,Joko ora gelem njupuk jala.,Joko pengin dadi nelayan,Nelayan iku duwe tanggung jawab sing gedhe,Joko pengin nyunat lan nguripake ikan,Ikan iku sumber rejeki
Socio-religious aspect of life,Bayu ngerti jawabe saka mimpi.,Bayu ora meditasi.,Bayu lagi nggoleki wangsit,Bayu pengin nentokake masalah,Bayu meditasi ing gunung,Bayu ora weruh jawabe
Family Relationships,Sedherek-e Wisnu seneng lan bangga karo acara iku.,Wisnu lan keluarga padha ngumpul ing pendhapa.,Wisnu lan keluarga arep nggondheli acara sedherek,Sedherek-e Wisnu padha ngumpul ing pendhapa,Acara sedherek iku penting kanggo nguri-uri budaya,Wisnu lan keluarga padha nyiapin panganan lan minuman
Wedding,Dina lan Bayu bakal nggawe acara pernikahan ing pendhapa.,Dina lan Bayu bakal nggawe acara tunangan ing pendhapa.,Dina lan Bayu wis tunangan,Dina nggawe seserahan kanggo Bayu,Dina lan Bayu nggawe acara tunangan ing omah,Dina lan Bayu nggawe janji kanggo tetep setia
Fisheries and Trade,Wisnu seneng karo iwak hias anyar.,Wisnu ora tuku iwak hias.,Wisnu pengin tuku iwak hias,Iwak hias iku luwih apik lan luwih ayu,Iwak hias sing diwenehi saka temen sekolah,Temen sekolah nggawe iwak hias sing luwih apik
Fisheries and Trade,Ikan-e dijak tuku maneh ing pasar sing liyane.,Ikan-e dikandhani marang wong tuwa.,Tono lan kanca-kancane arep njupuk ikan ing kali,Ikan sing ditangkepne akeh banget,Ikan-e dijak tuku ing pasar,Ikan-e ora laku
Family Relationships,Bayu ngerti lan respek kebutuhan ibune.,Bayu ora ngerti lan ora respek marang ibune.,Bayu arep ngajak ibune dolan,Ibune Bayu luwih seneng ngobrol karo tetangga,Bayu kudu ngerti kebutuhan ibune,Ibune bakal seneng yen dikudhare lan diperhati
Pregnancy and Kids,Wulan lan suami padha ngerti yen sekolah kasebut luwih apik.,Wulan lan suami padha ora ngerti yen sekolah kasebut luwih apik.,Wulan lan suami padha seneng karo bocah,Wulan wis duwe bocah lan bocah kasebut wis umur 3 taun,Wulan lan suami padha ngerti yen bocah kasebut perlu sekolah,Wulan lan suami padha nyekolahake bocah kasebut
Traditional Games,Raka lan temen-temené njaluk pinjam layangan marang wong liya.,Raka lan temen-temené ora bisa main layangan.,Raka lan temen-temené arep main layangan,Raka ora duwe layangan,Temen-temené Raka njaluk layangan marang wong tuwane,Wong tuwane ora duwe layangan
Art,Cahyo lan kanca-kancane padha nulis puisi kanggo lomba.,Cahyo ora duwe ide nulis puisi.,"Wis wengi, nanging Cahyo padha ngobrol karo kanca-kancane",Cahyo padha ngomongne karo gawean sekolah,Cahyo padha nulis karo kanca-kancane,Cahyo padha nulis puisi
Art,Dita ora nyerah lan tetep nggambari wayang kulit.,Dita ora bisa nggambar wayang kulit.,Dita pengin banget nggambari wayang kulit,Dita tansah latihan nggambari wayang,Dita wis entuk hadiah ing lomba gambar,Dita ora duwe wayang kulit kanggo diwenehi gambar
Art,Bayu nyoba main karawitan lan ngerti seni Jawa.,Dheweke tetep ora seneng karawitan lan ora nyoba.,Bayu ora seneng karawitan,Dheweke mikir karawitan iku musik sing kuno lan ora apik,Bayu luwih seneng musik modern,Dheweke ora sudi nyoba main karawitan
Socio-religious aspect of life,Wayang kulit dipentaske saban dina minggu.,"Wayang kulit ora dipentaske maneh, warga padha nonton televisi.",Pak Lurah ngajak warga desa nguri-uri tradisi wayang kulit,Wayang kulit iku warisan budaya kanggo generasi mendhewa,"Nalika wayang kulit dipentaske, warga padha kumpul lan nonton bareng",Warga padha seneng lan bangga karo tradisi jawa
Agriculture,Sarapan bareng keluarga iku tradisi sing dijunjung ing budaya Jawa.,"Wulan lan temen-temen sekolah ora peduli karo pertanian, dheweke mung seneng main ing sawah.",Wulan lan temen-temen sekolah nang sawah,Wong tuwa njelasake proses tanam padi,Wong tuwa ngajeni wong cilik cara ngolah sawah,Wulan lan temen-temen sekolah seneng lan ngerti pentingnya pertanian
Socio-religious aspect of life,Joko nglakoni seduluran lan paseduluran.,Joko ora ngerti carane nglakoni seduluran.,Joko pengin dadi wong alus,Dheweke arep ngerti carane nglakoni seduluran,Joko pengin ngerti carane nglakoni seduluran lan nglakoni paseduluran,Dheweke pengin ngerti carane nglakoni paseduluran
Food,Kanca-kancane Wisnu seneng lan ngucapke suwun.,Kanca-kancane Wisnu ora seneng lan ngguyu-ngguyu.,Wisnu nggawe janji karo kanca-kancane yen bakal nyenengake dheweke,Wisnu pengin ngasih kanca-kancane sesendok wedang uwuh,"Wedang uwuh iku wedang sing istimewa, kanthi rasa sing gurih lan wangi sing sedep",Wisnu nggawe wedang uwuh iku kanthi sabar lan telaten
Daily Activities,Rama njaluk bantuan marang bapake.,Rama ora bisa njupuk pesenan barang.,Rama arep njupuk pesenan barang online,Rama ora duwe motor,Rama njaluk motor marang kanca-kancane,Kanca-kancane Rama ora duwe motor
Wedding,Rino lan Rini nindakake upacara Midodareni maneh.,Upacara Midodareni dibatalake.,Rino lan Rini arep nglakoni upacara Midodareni,Rino wis nyiapin sesaji lan busana,Upacara Midodareni wis siap,Rino lan Rini ora bisa nglakoni upacara amarga ana tamu sing ora diundang
Daily Activities,Omah anyar iku luwih apik saka omah liwat.,"Wisnu ora duwe duwit cukup, dheweke kudu njupuk omah sing luwih murah.",Wisnu pengin njupuk duwe omah anyar,Dheweke wis ngumpulin duwit sawetara taun,Omah sing diinceri iku apik lan murah,Wisnu ora gelem ngguyu
Family Relationships,Ratih ora bisa nguripi keluarga.,Ratih ora bakal disuwun tolong maneh.,Ratih dadi wong sing paling disuwun tolong ing keluarga,Ratih ora bisa nolak yen disuwun tolong,Ratih kudu nguripi anak lanang lan bapak-ibune,Ratih ora duwe wong sing bisa diandalkan
Food,Dina lan kanca-kancane padha seneng lan kagetan karo jajanan pasar.,Dina ora seneng karo jajanan pasar.,Dina lan kanca-kancane padha njajal kulineran ing pasar tradisional,Pasar iku padha jual panganan lan jajanan tradisional,Dina seneng banget karo jajanan pasar,Dina padha njajal kulineran karo kanca-kancane
Agriculture,Rara njaluk tulung marang tetanggane kanggo ngolah tanah.,Rara ora bisa tanam jagung amarga ora ngerti carane.,Rara pengin tanam jagung,Rara ora ngerti carane,Rara mboten ngerti carane ngolah tanah,Rara ora bisa tanam jagung
Food,Dina nggawe tiwulan sing apik lan keluarga padha seneng.,Dina ora bisa nolong lan jamuan keluarga ora sukses.,"Selahe dadi tradisi, keluarga Pak Joko padha ngumpul ing omah kakung lan budhe lan ngadhepake jamuan","Jamuane iku tiwulan, panganan tradisional sing dadi favorit keluarga","Budhe nggawe tiwulan kanggo jamuan, nanging isih kurang apik","Dina, anak Pak Joko, ngerti kudu nolong"
Socio-religious aspect of life,Wisnu dadi korban tipu muslihat dhemit.,Wisnu ora ngerti yen dhemit iku ora bener.,Wisnu arep nyekar ing kuburan kakek,Dhemit-dhemit ngguyu-ngguyu ngeliat Wisnu,Dhemit-dhemit ngajak Wisnu ngobrol,Wisnu ora weruh yen dhemit iku ora bener
Socio-religious aspect of life,Sinta nggawe jamu temanten kanggo ngedhuwurake tamu.,Sinta ora ngerti babagan jamu temanten.,Sinta arep nyambut tamu,Sinta nyiapke jamu temanten,Sinta nggawe jamu temanten kanggo ngedhuwurake tamu,Sinta ora weruh tamu
Agriculture,Sinta ngucapke sukur marang Gusti lan kanca-kancane.,"Sinta ora ngucapke sukur, padahal jagung padha tumbuh.",Sinta lan kanca-kancane nandur jagung,"Sinta ora tau nandur jagung, tapi kanca-kancane padha ngajari",Sinta lan kanca-kancane padha nandur bareng,Sinta seneng lan bangga
Socio-religious aspect of life,Ning lan kanca-kancane njamu tamu.,Ning lan kanca-kancane ngresepke jamu.,Ning pengin nyambut tamu sing dateng,Ning pengin nglakoni tradisi jamu,Ning pengin ngresepke jamu,Ning ngajak kanca-kancane
Religious Holiday,Wisnu lan keluarga padha ngucapke sukur marang Ida Sang Hyang Widhi kanggo rejeki lan kesehatan.,Wisnu ora ngerti makna Galungan lan padha ora nglakoni tradisi.,Wisnu lan kanca-kancane padha nyiapke acara Galungan,Galungan iku salah sijine hari raya kanggo umat Hindu,Wisnu lan kanca-kancane padha nyiapke sesajen lan ngarak ogoh-ogoh,Galungan dadi momen kanggo padha ngumpul karo keluarga lan sanak saudara
Pregnancy and Kids,Dina ngelu nganti bocah kasebut lahir.,Dina ora ngelu bocah kasebut.,Dina wis duwe bocah lan lagi hamil maneh,"Sawise ngerti yen hamil, Dina langsung njaga kesehatan",Dina ora padha mangan panganan sing ora sehat lan rutin kontrol,Dina ngarep-arep bocah kasebut sehat lan lahir normal
Art,"Joko ora weruh angklung sing apik, dheweke njupuk angklung sing ora apik.","Joko njupuk angklung sing apik lan apik, dheweke seneng.","Wis ora ana ing omah, Joko kudu njupuk angklung saka sanggar",Angklung kudu dipun anggone nembang ing acara sedherek,Joko ora weruh angklung sing dipun arep anggone,Joko njupuk angklung sing apik lan apik
Daily Activities,Joko ora lali mangan.,Joko lali mangan karna asik main.,"""Kowe wis mangan opo durung, Joko?"" Tanyane Pak Guru ing Joko",Joko iku bocah sing rajin lan pinter,"Saben dina, Joko bangun saiki lan nglakoni olahraga","""Belum, Pak Guru, aku arep mangan saiki,"" jawab Joko"
Family Relationships,Dhimas ora gelem nggoleki bapake maneh.,Dhimas matur piwulang marang bapake.,Wis wayahe Dhimas matur piwulang,Dhimas ora gelem nggoleki bapake,Bapake Dhimas iku wong sing sabar,Dhimas ora tau matur piwulang
Food,Bayu ora seneng mangan gorengan.,Bayu lali mesen gorengan.,Bayu lan kanca-kancane ngumpul ing warung kopi,Bayu mesen kopi lan gorengan,Bayu lan kanca-kancane ngobrol asik,Bayu ora tau nalika gorengane disuguhake
Socio-religious aspect of life,Mas Joko mboten nggih nyambut tamu.,Mas Joko ngomong nganti ora entuk wenehing tamu.,Wis wayahe Mas Joko nyambut tamu,Mas Joko wis nyiapin opor ayam lan tumpeng,Sing nggih nyambut tamu iku kudu pinter ngomong,Mas Joko ora duwe bakat ngomong
Religious Holiday,Rama padha ngobrol nanging ora lali nglakoni tradisi.,Rama padha ora ngerti tradisi.,"Wis wengi, Rama padha ngumpul ing pendhapa",Rama padha ngobrol,Obrolan iku luwih seru,Rama padha ora sadar
Socio-religious aspect of life,"Joko sadar yen watu iku ora apik kanggo rejeki, lan dheweke kudu njupuk rejeki saka sumber sing luwih bener.",Joko ngandhani watu iku rejeki sing apik.,Joko pengin nyoba njupuk rejeki saka watu lanang,Dheweke njupuk watu sing katon apik lan apik,Dheweke ngira watu iku apik kanggo rejeki,Dheweke ngandhani watu iku apik kanggo rejeki
Death,Bayu ngerti tradisi lan carane nglakoni.,Bayu ora ngerti tradisi lan padha bingung.,Bayu ora ngerti carane nglakoni tradisi,Bayu bingung menawa bapakne mati,Bayu ora ngerti opo sing kudu dilakoni,Bayu minta bantuan kanca-kancane
Family Relationships,Bima lan bapake tetep sayang lan ngerti siji soko sijine.,Bima ora bisa njupuk gawe sing diidam-idamake.,Bima pengin njupuk gawe,Iku gawe sing apik lan cocok karo bakate,Bapake Bima ora setujuan,Bapake pengin anak lanangé nerusake usaha keluarga
Food,"Bayu ngerti wong liya ora seneng karo makanan sing pedes, dadi Bayu ora tuku maning makanan sing pedes.","Bayu ora ngerti wong liya ora seneng karo makanan sing pedes, dadi Bayu tuku maning makanan sing paling pedes.",Bayu lan kanca-kancane njupuk makanan ing warung,Bayu seneng banget karo makanan sing pedes,Bayu ora ngerti wong liya ora seneng karo makanan sing pedes,Bayu tuku makanan sing paling pedes
Socio-religious aspect of life,Sinta tetep meditasi lan weruh manfaat kanggo kesehatan jiwa lan raga.,Sinta ora bisa ngenteni manfaat meditasi.,Sinta pengin njajal meditasi kanggo ngurangi stres,Dheweke nyoba meditasi nang dalem watu,Meditasi saka Sinta ora bisa ngenteni,Sinta ora bisa ngenteni manfaat meditasi
Death,Mbok Darmi ora entuk jenazah anak lanang.,Jenazah anak lanang Mbok Darmi disemayamake.,Wis wayahe nyambut Lebaran,Mbok Darmi arep nyedhaki jenazah anak lanang,Jenazah bakal disemayamake ing pendhapa,Mbok Darmi arep nyedhaki jenazah karo klambi putih
Religious Holiday,Ratih lan kanca-kancane padha seneng.,Ratih lan kanca-kancane padha nyiapake ogoh-ogoh.,Ratih lan kanca-kancane arep nyambut Nyepi,Ratih lan kanca-kancane padha nyiapake ogoh-ogoh,Ratih lan kanca-kancane padha nyambut Nyepi,Ratih lan kanca-kancane padha nglakoni tapa brata
Socio-religious aspect of life,"Rian nyoba nyadran, lan bisa turu maneh.","Rian ora turu, lan nyoba nonton televisi.","Wis dina kaping pira, Rian ora bisa turu","Rian wis nyoba meditasi, yoga, lan minum jamu",Rian ora ngerti piye carane turu,Rian kepingin turu kaya wong liyo
Daily Activities,Sinta lan kanca-kancane nggawe layang-layang sing luwih apik.,Sinta ora duwe kanca kanggo njupuk layang-layang.,"Dina ingkang anyar, Sinta pengen njajal njupuk layang-layang",Layang-layange Sinta luwih gedhe lan apik,Sinta ora kuwat nggawe layang-layang sing apik,Sinta ngajak kanca-kancane njupuk layang-layang bareng
Art,Bagas ngerti yen dalang iku profesine.,Bagas kepingin nggoleki dalang lan nyoba nggoleki dalang.,Bagas nonton wayang kulit,Bagas kepingin nggoleki dalang,Bagas nyoba nyanyi lan nggoleki dalang,Bagas ora bisa nggoleki dalang
Daily Activities,Wisnu ora seneng karo wayang kulit.,Panitia njaluk Wisnu tuku tiket.,Wisnu arep nonton wayang kulit,Wisnu ora duwe tiket,Panitia ora gelem njual tiket marang Wisnu,Wisnu ora bisa nonton
Family Relationships,Bayu lan wong-wong desane luwih fokus nindakake acara sing apik.,Wong-wong desane ora bisa nindakake acara.,Bayu lagi nyiapke acara sedekah bumi,Bayu ngajak wong-wong ing desane,Wong-wong desane ora duwe waktu,Bayu lan wong-wong desane ora bisa nyediake acara
Daily Activities,Rara njemput wong tuwane karo kanca-kancane.,Rara ora njemput wong tuwane.,Rara arep njupuk wong tuwane ing bandara,Rara ora tau wong tuwane padha ora gelem dijemput,Rara padha nunggu ing bandara,Rara ora gelem nunggu sendirian
Daily Activities,Sinta lan Rama padha lulus ujian nasional.,Sinta lan Rama padha gagal ujian nasional.,Sinta lan Rama padha sekolah ing SMA,Sinta lan Rama padha duwe cita-cita kanggo kuliah,Sinta lan Rama padha nglakoni persiapan kanggo ujian nasional,Sinta lan Rama padha nglakoni ujian nasional
Agriculture,Suto matur suwun marang tetanggane lan langsung tanam padi.,Suto ora ngerti carane tanam padi.,Suto pengin tanam padi ing sawah,Suto ora duwe benih padi,Suto nyuwun benih marang tetanggane,Tetanggane Suto ngasih benih padi
Socio-religious aspect of life,Bima ora weruh yen kanca-kancane iku kiyambak.,Bima weruh lan ora percaya maneh karo kanca-kancane.,Bima nglakoni ritual sedekah laut,Bima ngajak kanca-kancane,Bima ora ngerti yen ana sing ora becik,Bima ora weruh yen kanca-kancane iku ora becik
Daily Activities,Bayu mboten ngerti babagan wayang kulit.,Bayu nulis babagan wayang kulit lan nindakake tugas sekolah.,Bayu duwe tugas sekolah babagan budaya,Dheweke kepingin nulis babagan wayang kulit,Wayang kulit iku budaya Jawa sing terkenal,Bayu ora tau nulis babagan wayang kulit
Agriculture,"Sri ora duwe benih padi, tanam padi iku kudu persiapan.","Sri tuku benih padi, tanam padi iku gampang.",Sri duwe sawah sing gedhe,Sri pengin tanam padi,Sri ora duwe benih padi,Sri arep tuku benih padi ing pasar
Socio-religious aspect of life,Dheweke seneng dadi wong sing dadi bagian ing acara nangis-nangis iki.,Bapake seneng denger kelakuan anak lanang sing religius.,"""Saben Jum'at legi, aku lan kanca-kancaku nangis ing dalem masjid","Aku ora ngerti pados padose, nanging aku seneng dadi wong sing dadi bagian ing acara nangis-nangis iki",""" Dheweke ngomong marang bapake","""Nangis iku bagian saka ritual spiritual, lan aku seneng dadi bagian saka acara iki,"" tambah dheweke"
Wedding,Wisnu lan Ayu ora nglakoni prosesi kawin sing bener.,Wisnu lan Ayu tetep nglakoni kawin lan nggawe wong tuwa bangga.,Wisnu lan Ayu wis kawin,Wisnu lan Ayu ora gelem nglakoni prosesi adat,Wisnu lan Ayu ora gelem nggawe baju adat,Wisnu lan Ayu ora gelem ngundang wong tuwa
Daily Activities,Sinta mung bisa mangan bubur lan kopi.,Tiwul iku panganan sing apik kanggo sarapan.,"Dina esuk, Sinta arep nggolek tiwul",Tiwul iku panganan khas Jawa,Sinta arep nggolek tiwul kanggo sarapan,"Nanging, dheweke ora nemokake tiwul ing warung"
Wedding,Dina lan Bayu tetep rukun lan sayang ing siji sijine.,Dina lan Bayu pisah.,Dina lan Bayu wis wiwit pacaran saka smp,Dina lan Bayu wis janji bakal tetep setia,Dina lan Bayu wis tunangan,Dina lan Bayu wis nikah
Traditional Games,"Dheweke ora gelem mainan congklak maneh, amarga dheweke ora pengin ana sing ilang.","Dheweke lan temen-temen tetep mainan congklak, lan dheweke nemu congklak sing ilang.",Bayu lan temen-temen sekolah ngumpul ing halaman,Dheweke arep mainan congklak,Congklak sing dipun pilih Bayu wis ilang,Bayu lan temen-temen langsung mlebu kelas maneh
Socio-religious aspect of life,"Dina ora ngerti babagan lakone para wayang, nanging tetep seneng ngeliat wayang kulit.","Dina ora ngerti babagan lakone para wayang, lan padha turu.",Dina lan kanca-kancane padha nonton wayang kulit,Dina ora ngerti babagan cerita wayang,Dina ora ngerti maksud omongane dalang,Dina ora ngerti babagan lakone para wayang
Traditional Games,Bayu lan kanca-kancane padha seneng karo mainan tradisional.,Bayu lan kanca-kancane padha ora seneng karo mainan tradisional.,Bayu lan kanca-kancane mainan egrang ing alun-alun,"Sawise padha lelah, dheweke padha istirahat ing bangku",Bayu ngajak kanca-kancane mangan ing warung,"Sawise mangan, dheweke padha main mantek lan angsul-angsulan"
Wedding,"Tamu ora diundang dadi kanca lamo, lan Rara seneng.",Rara ora ngerti lan mung bisa ngedumel.,Rara lan Rio wis nyiapin acara kawinan,Rara wis nyiapin dekorasi lan catering,Rio wis nyiapin hiburan lan dokumentasi,"Ana tamu sing ora diundang, lan Rara ora ngerti"
Family Relationships,"Nisa lan Rino sae nonton bioskop, nanging Rino ora gelem nonton.","Nisa lan Rino sae nonton bioskop, nanging Nisa ora gelem nonton.","Nisa lan kakaknya, Rino, sae nonton bioskop",Nisa seneng nonton film,Rino ora seneng nonton film,Nisa ora gelem kalah karo Rino
Art,Ana njaluk bantuane wong tuwane kanggo ngerti carane main gamelan.,Ana ora kepengin maneh denger suara gamelan.,"Ning dhewe saka ing dalem omah, Ana dhemen denger suara gamelan",Suarane apik lan nyenengke ati,Ana kepengin banget ngerti carane main gamelan,Ana ora duwe wong tuwa kanggo ditanyake
Wedding,Tono lan Sri njaluk bantuan wong tuwane.,Seserahan kasebut ora lengkap.,Tono lan Sri njupuk seserahan,Seserahan kasebut ora lengkap,Tono lan Sri njaluk bantuan,Seserahan kasebut wis lengkap
Religious Holiday,Rara lan keluarga padha tuku ing pasar sendhiri.,Rara lan keluarga ora nggoleki wong kanggo njupuk maneh.,Rara lan keluarga padha nyiapake acara slametan,Rara padha nggoleki wong kanggo njupuk ing pasar,Rara lan keluarga padha njaluk tulung marang tetangga,Tetangga ora gelem tulung
Religious Holiday,Bayu lan kanca-kancane nglakoni ritual sedekah laut lan ngucapake doa.,Bayu lan kanca-kancane ora ngerti ritual lan mlebu ing laut.,Bayu lan kanca-kancane arep nglakoni ritual sedekah laut,Dheweke njupuk sesajen lan parikan,Bayu lan kanca-kancane nuntun ing pantai,Dheweke ora ngerti ritual kasebut
Traditional Games,"Tika siji ngalah, Tika sijine seneng lan matur suwun.","Tika siji ngalah, Tika sijine malah ora ngomong apa-apa.","Tika lan Tika kembar identik, tapi ora saling melengkapi","Tika siji pinter main congklak, Tika sijine pinter main dakon","Tika siji pengin menang, Tika sijine ora kepingin","Tika siji ngalah, Tika sijine malah ngambek"
Fisheries and Trade,"Pak Joko nglakoni upacara ""Mitoni"" kanggo mugi-mugi iwak liyane ora ana sing mati maneh.",Pak Joko ngucapake iwak sing mati lan tuku iwak anyar.,Pak Joko njupuk iwak ing kolam,Iwak-iwak iku dadi sumber rejeki Pak Joko,"Nanging, ana iwak sing ngglundhung lan mati",Pak Joko kudu nglakoni ritual khusus saka dalem budaya Jawa
Traditional Games,Ratih kaget lan ngaku kalah.,Ratih ora percaya lan ora ngalah.,Dina lan Ratih lagi main egrang,Dina ngajak Ratih balapan,Ratih ora percaya yen Dina isa ngalahake,Dina ngalahake Ratih
Art,"Ratih ora ana ing kelas, dheweke lagi latihan.",Ratih ora seneng tari Jawa.,Ratih lagi nyiapke pentas tari,Dheweke latihan tari Jawa,Tari Jawa iku seni budaya,Tari kasebut bakal dipentaske ing acara sekolah
Wedding,Penganten lan undhangan padha nganti.,Penganten wis ora tahan maneh.,Wisma kanti ramai,Suguhan wis rampung disiapake,Tamu-tamu wis pada dateng,"Lha kok, si penganten wis ora sabar maneh"
Food,Wulan ora tau mangan opor ayam.,Opor ayam iku enak lan pedas.,Selahe Wulan ora enak,Dheweke wis mangan opor ayam,Wulan ora tau mangan pedas,Opor ayam iku pedas banget
Wedding,Bayu lan kanca-kancane nonton saka dalan.,Bayu ora seneng karo pentas tari.,Bayu lan kanca-kancane arep nonton pentas tari,Bayu arep nonton karo kanca-kancane,Bayu ora weruh yen pentase wis mulai,Bayu lan kanca-kancane ora melu nonton
Death,Mbak Ratih nyuwun tulung marang wong tuwane kanggo nglakoni slametan.,Mbak Ratih ora perlu nglakoni tradisi slametan.,Mbak Ratih ora bisa nglakoni tradisi slametan,Sugihane kudu dibagi marang wong liya,Sugih iku ora bisa digunakake sendhiko,Sugih kudu dibagi marang wong sing perlu
Socio-religious aspect of life,Ratih ngerti yen bayangane dhewe.,Ratih weruh bayangane wong liyo.,Ratih lagi njupuk tiwul,Ratih weruh bayangane,Ratih ora weruh wong sing nglakoni,Ratih ngira bayangane wong mati
Family Relationships,"Bayu sadar yen kanca-kancane luwih seneng layang-layange, dheweke padha ngasi lan padha dolanan bareng.","Bayu ora gelem ngasi layang-layange, dheweke padha ngomong yen layang-layange luwih apik.",Bayu lan kanca-kancane padha dolanan layang-layang,"Layang-layange Bayu luwih gedhe, luwih apik, lan luwih apik","Kanca-kancane Bayu iri, dheweke padha pengin layang-layang sing luwih apik","Bayu ora gelem ngasi, dheweke padha ngomong yen layang-layange luwih apik"
Fisheries and Trade,Sri lan kanca lanange duwe hubungan bisnis sing saling untung.,Sri ora duwe hubungan bisnis karo kanca lanange.,Sri duwe warung ing pasar,Sing dijual Sri yaiku hasil laut,Sri duwe kanca lanang sing seneng mancing,Sri njaluk kanca lanange ngasih hasil tangkapan
Daily Activities,Dika seneng adane bisa ngontrol godane.,Dika ora sabar lan langsung nggoleki rokok maneh.,"""Kowe wis nyoba nggeni, Mas?"" tanyane Dika marang adane sing lagi nggoleki kothak rokok",Dika pengen adane ora rokok maneh,"""Aku durung, Dika, tak coba ngeni,"" jawabane adane","Dika seneng, tapi adane kudu kuat nahan godane"
Traditional Games,"Kanca-kancane Ratih padha ngerti, lan saiki padha ngajari Ratih.","Ratih ora bisa mainan, lan ora duwe kanca-kancane.",Ratih lan kanca-kancane mainan engklek,"Ratih ora bisa mainan, lan saiki padha latihan","Ratih ora bisa ngerti, lan ora tau piye carane mainan","Ratih ora seneng, lan ora mainan maneh"
Food,Ratih minta bantuan bapake kanggo ngajari masak.,Ratih tansah nyoba resep sing luwih rumit.,Ratih pengen njajal masak,Ratih nyoba resep sing gampang,Ratih ora ngerti carane masak,Ratih mung bisa nggoreng telor
Traditional Games,Bayu lali ngajak kancane.,Bayu seneng mainan egrang karo kanca-kancane.,Bayu lan kanca-kancane arep mainan egrang ing alun-alun,Dheweke seneng banget karo permainan tradisional,"Alun-alun iku ramai, ana wong tuwa, bocah, lan wong dewasane",Bayu ora weruh kancane sing liyane
Food,Joko tuku bumbu instan saka pasar.,Joko ora mangan amarga ora doyan.,Joko ora doyan mangan,"Sing dianggo alesan, dheweke ora doyan karo bumbu","Nanging yen ora dianggo bumbu, rasane tawar",Dheweke ora ngerti piye carane nggawe bumbu
Religious Holiday,Ningrum ora ngambek lan ngajeng opor anyar.,Ningrum ngambek lan ora ngucapke matur suwun.,Ningrum lan keluarga lagi nyiapake opor ayam kanggo Lebaran,Opor iku kudu disiapake lan dimasake,"Ningrum ora weruh yen adike, Ningsih, wis nggawe opor iku rusak",Opor iku ambruk
Fisheries and Trade,"Pedagange ngasih plastik, lan Bayu matur nuwun.","Bayu ora bisa tuku, lan mesti mlebu pasar maneh.",Bayu lan kanca-kancane nang pasar tradisional,"Bayu pengin tuku sayur lan buah, tapi ora duwe plastik","Bayu nyoba tuku plastik, tapi lali duite",Bayu minta plastik marang pedagange
Pregnancy and Kids,"Bayu ngerti yen kanca-kancane padha ngguyu, terus padha nglakoni permainan sing bener.","Bayu padha nglakoni permainan sing aneh, terus padha ngguyu.",Bayu lan kanca-kancane mainan ing alun-alun,Bayu ora ngerti yen kanca-kancane padha ngguyu,Bayu padha nglakoni permainan sing aneh,Bayu padha nglakoni permainan sing ngguyu-ngguyu
Pregnancy and Kids,"Bayu dan Laras menerima berkat dan nasehat dari orang tuanya, dan mereka berjanji akan menjadi orang tua yang baik.",Dika akhirnya menyerah dan tidak mau mencoba lagi.,"""Kamu harus belajar mandiri, Nak,"" kata Bu Guru kepada muridnya, Dika, saat pelajaran di sekolah",Dika terlihat sedih karena merasa tidak bisa melakukan sesuatu sendiri,Bu Guru mengajak Dika berbicara setelah kelas,"""Kamu bisa kok, coba lakukan satu langkah demi satu langkah,"" nasihat Bu Guru"
Art,Widya nyanyi lagu Jawa kanggo ngasah suarane.,Widya ora kepingin nyanyi lagu Jawa maneh.,Widya lagi nyoba nyanyi lagu Jawa,Widya padha nyanyi karo kanca-kancane,Suarane Widya luwih apik,Widya kepingin nyanyi lagu Jawa sing luwih apik maneh
Agriculture,Wulan njaluk tulung marang kakake kanggo njelasne babat sawah.,Wulan ora njaluk tulung marang sapa-sapa lan ora nulis tugas sekolah.,Wulan duwe tugas sekolah nulis cerita babat sawah,Wulan ora ngerti babat sawah,Wulan njaluk bapake kanggo njelasne,Bapake Wulan ora duwe waktune
Fisheries and Trade,"Ning ora tega jual ikane, amarga iku kanca-kancane sing wis ngiringi Ning sabanjure.","Ning jual ikane karo harga sing murah, amarga ora duwe pilihan liyane.",Ning rumiyin seneng banget ngrawat ikan hias,Ikan-ikane akeh sing langka lan apik,Ning wis ngrawat ikane saka cilik,Ning kudu jual ikane amarga butuh duit
Art,Sinta latihan nyanyi karo grup musik campursari.,Sinta nyanyi sendirian ing kamar.,Sinta pengin nyanyi lagu campursari,Campursari iku seni musik Jawa sing apik,Sinta pengin ngerti cara nggawe lagu lan nyanyi,Sinta pengin nyanyi bareng grup musik
Daily Activities,Sepedane diwatesi wong tuwane.,Wisnu ora bisa nggolek watu kanggo ngwatesi sepedane.,Wisnu duwe sepeda onthel,Sepedane iku diwenehi bapake,Sepeda onthel iku kudu diwatesi,"Nanging, Wisnu ora duwe watu kanggo ngwatesi"
Pregnancy and Kids,"Dina lan Wahyu tansah ngomong bareng, nggoleki wejangan saka wong tuwane.","Wahyu ora ngerti apa-apa, Dina kudu nggoleki wejangan sendhiko.",Dina lan Wahyu wis duwe anak,Wahyu pengin ngerti cara ngasuh bocah,Wahyu kepingin ngerti tradisi Jawa pas anak balita,Wahyu kepingin ngerti cara ngrawat bocah sing bener
