topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Fisheries and Trade,Pak Taryo dikenal minangka wong sing dermawan lan dihormati.,Warga desa ora nggatekake ajakan Pak Taryo lan ora melu panen.,Pak Taryo nduweni tambak udang sing cukup amba,"Saben panen, dheweke ngundang warga desa kanggo njupuk bagean udang minangka rasa syukur",Warga padha seneng lan ngormati Pak Taryo,Tradisi iki dadi pengikat persaudaraan ing desa
Traditional Games,Joko mlaku menyang puskesmas kanggo periksa.,Joko nerusake dolanan sanajan lara.,Ana permainan benthik sing rame ing desa,Joko dadi pemain utama ing tim,Joko pancen trampil lan bisa ngalahake lawan-lawane,"Nanging, siji dina, Joko ketabrak benthik"
Wedding,Panggih lan Sinta katon ayu lan gagah nganggo busana tradisional.,Busana iki dudu pilihan sing tepat amarga ora nyaman.,Panggih lan Sinta lagi nyiapake busana tradisional kanggo resepsi,"Panggih nganggo beskap lan blangkon, dene Sinta nganggo kebaya lan sanggul",Busana iki minangka wujud ngurmati budaya Jawa,Wong tuwa lan kerabat padha melu nyiapake
Religious Holiday,Siti ngrasakake berkah lan ketenangan batin.,Siti ora tangi kanggo sahur.,"Wiwit wulan Ramadhan, Siti lan keluargane tansah sahur bareng",Siti tansah tangi esuk-esuk kanggo nyiapake panganan,Siti uga nindakake ibadah tambahan,"Ing wulan iki, Siti duwe target khatam Al-Qur'an"
Family Relationships,Dina lan sepupune raket banget hubungané.,Dina ora seneng yen sepupune dolan menyang omahe.,Dina iku bocah cilik sing seneng dolan karo sepupune,Dina lan sepupune padha sekolah ing sekolah sing padha,"Yen ana liburan, Dina lan sepupune mesthi dolan menyang omahe eyang",Dina seneng banget dolan karo sepupune
Religious Holiday,"Kanthi cara iki, hubungan antarane tangga teparo dadi luwih erat.","Kanthi cara iki, tangga teparo dadi ora seneng teka.","Saben wulan Ramadhan, keluarga Pak Budi tansah nganakake buka puasa bareng ing omah",Wong-wong sekitar diundang kanggo melu acara iki,Acara iki nguatake silaturahmi antarane tangga teparo,Saben wong sing teka mesthi seneng lan krasa nyaman
Religious Holiday,Omah Wulan dadi resik lan nyenengake.,Wulan ora nampa tamu ing Natal.,Wulan ngresiki omah kanggo ngarepake tamu ing Natal,Wulan ora duwe wektu kanggo ngresiki kabeh omah,Ibune Wulan njaluk tulung marang tangga teparo,Tangga teparo gelem nulungi
Daily Activities,Mula Rina kadhang lali mangan amarga sibuk.,Mula Rina ora tau telat ing kantore.,Rina iku wong sing rajin,Saben esuk dheweke mesthi tangi jam 5 lan olahraga,"Sawise iku, Rina masak kanggo keluargane",Rina uga mesthi ngresiki omah sadurunge mangkat kerja
Daily Activities,Sari dadi bocah sing sopan lan ngerti nilai kulawarga.,Sari ora seneng mangan bebarengan lan milih mangan dhewe.,Sari lan keluargane sering mangan bebarengan ing meja makan,Wong tuwane mesthi ngajak anak-anak kanggo crita babagan kahanan dina iki,Sari seneng banget ngrasakake kehangatan kulawarga,Wong tuwane uga menehi nasehat lan pitutur sing apik kanggo Sari
Art,Anak-anak desa dadi ngerti lan ngurmati budaya Jawa.,Anak-anak desa ora perduli karo serat-serat kuno lan ora ngrungokake Pak Budi.,Pak Budi seneng maca serat-serat kuno Jawa,Serat iku minangka karya sastra tradisional sing mujudake piwulang lan nilai-nilai luhur,Pak Budi ngandharake serat kasebut marang anak-anak ing desa,Anake padha ngrungokake kanthi antusias
Family Relationships,Mbak Rina dadi tokoh sing dihargai ing desa.,Mbak Rina ora seneng melu kegiatan ibu-ibu PKK.,Mbak Rina seneng ngumpul karo ibu-ibu PKK ing desane,"Saben ana kegiatan, Mbak Rina mesthi aktif melu lan ngewangi",Ibu-ibu PKK uga seneng karo keaktifan lan keramahan Mbak Rina,Kegiatan iki nggawe hubungan antarane warga desa dadi luwih erat
Death,Upacara punika ngrembug rasa syukur lan ikhlas marang Gusti Allah.,Upacara kasebut mung kanggo hiburan.,Keluarga Rina lagi nyiapake upacara slametan kanggo mbotenaken almarhum simbah,Upacara iki penting banget ing budaya Jawa kanggo ngurmati roh sing wis seda,Sedulur kabeh kumpul lan nglumpukake panganan tradisional,Rina sibuk mbantu ibu nyiapake kembang lan dupa
Daily Activities,Sepedha Pak Tono dadi lambang kerjasama lan kekerabatan ing desa.,Pak Tono ganti sepedha anyar lan lali sejarah sepedha tuane.,Pak Tono nduwe sepedha tua sing mesthi digunakake saben dina,Dheweke kerep ngunjungi tetangga karo sepedha kasebut,Sepedha iki dadi saksi sejarah akeh kedadeyan ing desa,Pak Tono mesthi ngrumat sepedha kanthi apik
Traditional Games,Kabeh kanca-kancane seneng lan dolanan maneh.,Nita ndhelikake kelereng emas lan ora ngomong marang kanca-kancane.,Nita lan kanca-kancane dolanan kelereng ing kebon mburi omah,Nita pancen paling pinter ngarahake kelereng,Kabeh kanca-kancane nggoleki kelereng sing ilang ing sela-sela suket,Nita nemokake kelereng emas sing gedhe
Socio-religious aspect of life,Anak Sri loro maneh sawise seminggu.,Dukun njaluk bayaran kang larang marang Sri.,Sri nggawa anakne menyang dukun kanggo ngobati demam,Dukun ngombe obat tradisional kanggo anak Sri lan ndedonga,Anak Sri cepet mari lan bisa dolan maneh,Sri matur nuwun marang dukun
Art,Geguritan Mbak Rina menang lomba sastra Jawa.,Mbak Rina ora tau maca geguritan maneh.,Mbak Rina seneng maca geguritan Jawa,Dheweke sering maca geguritan kanggo ngisi wektu luang,Geguritan Jawa akeh mujudake piwulang urip,Mbak Rina kerep nyerat geguritan dhewe lan dipamerake ing acara sekolah
Death,Pakde Karto ngaturake warisan kanthi musyawarah.,Ana rebutan warisan nganti podo gelut.,"Nalika Pak Karto tilar donya, kabeh ahli waris padha kumpul",Ana omongan babagan warisan sing arep dipangge,Pak Karto ninggalake sawah lan omah kanggo keluargane,Poro ahli waris sepakat kanggo mbagi warisan kanthi adil
Socio-religious aspect of life,Panen Pak Slamet sukses lan melimpah.,Pak Slamet ora percaya karo upacara wiwit sawah maneh.,Pak Slamet iku petani sing tekun,Pak Slamet saben taun ngadani upacara wiwit sawah,Wong-wong desa padha melu lan ndedonga supaya panen melimpah,Pak Slamet percaya marang kekuatan alam lan doa
Traditional Games,Dewi lan teman-temané ngguyu lan mutusake main maneh.,Dewi kesel lan mutusake ora main maneh.,Dewi lan teman-temané main petak umpet ing kebon sing ana wit gedhene,"Dewi dadi sing jaga, lan kudu golek kanca-kancane sing umpetan",Suwene Dewi ora nemokake teman-temane,Dewi nemokake salah siji kancane ing jero kebon
Pregnancy and Kids,Upacara tedhak siten lumaku lancar lan khidmat.,Bayine nangis terus lan upacara ora dadi dilakoni.,"Saben bayi lair, ana upacara tedhak siten",Upacara iki minangka wujud syukur marang Gusti,Keluarga Joko lagi nyiapake kabeh kanggo upacara iki,Bayine lagi umur pitung lapan
Agriculture,Mbak Rini sukses nyebar ilmu nandur kangkung marang warga desa.,Mbak Rini nandur kangkung mung kanggo keluargane dhewe.,Mbak Rini nandur kangkung ing kebon omahe,Kangkung cepet tuwuh lan gampang dirawat,Warga desa dadi tertarik karo cara nandur kangkung,Mbak Rini ngajari warga desa supaya nandur kangkung
Death,Anak-anak sepakat kanggo ngerumat omah iku bebarengan.,Anak-anak padha rebutan warisan sing ditinggal Mbok Sari.,Mbok Sari ninggalake omah warisan kanggo anak-anake,Mbok Sari duwe telung anak lan kabeh padha nampa warisan sing padha,Anak-anak padha ngumpul kanggo ngetokke keputusan soal omah iku,"Ing budaya Jawa, rasa hormat marang wong tuwa iku penting banget"
Food,Mbak Rina saiki uga belajar nggawe jamu dhewe.,Mbak Rina mandheg ngombe jamu amarga bosen.,Mbak Rina seneng ngombe jamu beras kencur saben esuk,Jamu iki digawe dhewe dening ibune,Jamu beras kencur iki dipercaya nggawe awak luwih seger lan sehat,Mbak Rina uga ngrasakake efek positif saka ngombe jamu iki
Pregnancy and Kids,Mitoni iku nggawa berkah lan keselamatan kanggo Siti lan bayine.,Mitoni iku mung kanggo pesta-pesta lan seneng-seneng.,Siti lagi ngandhut wolung wulan,Siti lan keluargane ngadani mitoni,Mitoni iku tradhisi Javanese kanggo njaga ibu lan bayi,Keluarga lan tangga teparo padha teka
Traditional Games,Layangan Bambang terbang luwih dhuwur lan Joko ngucapake selamat.,Layangan Bambang ora bisa terbang lan Joko menang.,Joko lan Bambang dolanan layangan ing sawah desa,Layangan Joko luwih gedhe tinimbang layangan Bambang,Angin gedhe nggawe layangan-layangan iku terbang dhuwur,Bambang kepengin ngalahake layangan Joko
Family Relationships,Mbah Kakunge Rina lan Sari tansah dipuja amarga pituturé sing bijaksana.,Rina lan Sari dadi bocah sing ora sopan amarga pituturé Mbah Kakunge.,"Rina lan adhine, Sari, tansah dolanan bebarengan","Saben sore, dheweke padha dolanan ing pategalan mburi omah",Mbah Kakunge mesthi mriksani lan menehi pitutur marang Rina lan Sari,Pitutur iku nggawa Rina lan Sari dadi bocah-bocah sing sopan lan tanggung jawab
Family Relationships,Anak-anak Pak Kirno dadi ngerti sejarah lan asal-usul keluarga.,Anak-anak Pak Kirno ora seneng karo tradisi iki lan milih mangan dewe-dewe.,Pak Kirno duwe tradisi mangan bareng saben minggu,Kabeh anggota keluarga kudu kumpul lan mangan bebarengan,"Ing acara iki, Pak Kirno kerep crita babagan sejarah keluarga",Tradisi iki dijaga turun-temurun
Socio-religious aspect of life,Siti rumangsa luwih tentrem lan dekat karo Gusti Allah.,Siti lali yen dina iki dudu Senin utawa Kemis.,Siti tansah ngleksanani puasa Senin-Kemis,"Ing dina Senin lan Kemis, dheweke ora mangan wiwit subuh nganti maghrib",Siti percaya yen puasa iki bisa ngresiki atine,"Dina iki, Siti uga lagi puasa"
Food,Lestari nggawe kafe sing khusus nyedhiyakake wedang ronde.,Lestari ora seneng wedang ronde maneh amarga sering ngombe.,Lestari seneng ngombe wedang ronde saben sore,Wedang ronde iku minuman tradisional sing digawe saka jahe lan bola-bola ketan,Lestari sering ngajak kanca-kancane kanggo ngombe bareng,Kanca-kancane uga dadi seneng karo wedang ronde
Death,Keluargane ngaturake rasa matur nuwun marang kabeh sing teka.,Wong-wong padha mulih tanpa ngucapake pamit.,"Setelah jenasah dikubur, keluargane almarhum nganakake kirim doa",Wong-wong padha ngumpul ing omah almarhum,Wong-wong padha maca yasin lan tahlil,Kabeh iki kanggo nyuwun marang Gusti Allah supaya arwah almarhum tentrem
Art,Sari malah melu lomba tari.,Sari menang lomba nembang.,Sari suka nembang tembang dolanan,Dheweke seneng nembang ing acara-acara desa,Kanca-kancane selalu memuji suarane sing apik,Sari pengin melu lomba nembang
Daily Activities,Bambang karo kancane gotong royong nyoba njupuk layang-layang saka wit.,Bambang ninggalake layang-layang lan bali menyang omah kanthi sedih.,Bambang seneng banget nggawe layang-layang bareng kancane sore iki,Bambang nggawe layang-layang nganggo kertas warna-warni lan tali sing kuat,Kancane padha kumpul ing lapangan kanggo maburake layang-layang,"Nanging, layang-layang Bambang tiba ing wit gedhe"
Death,Para pelayat padha melu tahlilan ing omahe Kang Slamet saben wengi.,Para pelayat langsung bali sawise ngubur jenazah.,Kang Slamet ninggal donya sawise lara suwe,Wong-wong desa padha kumpul ing omahe kanggo mbantu ngurusi jenazah,"Jenazah diolah kanthi tradisi Jawa, kalebu dimandeni lan dikenani kain putih",Wong-wong padha nganterake jenazah menyang kuburan
Religious Holiday,"Sakwise gotong royong, kabeh warga desa mangan tumpengan bebarengan.","Sakwise gotong royong, kabeh warga desa langsung mulih amarga kesel.",Dina iki warga desa padha gotong royong nyiapake masjid kanggo Idul Fitri,Wong-wong padha ngresiki lan ngatur karpet,Bocah-bocah cilik uga diajak kanggo mbantu,Kabeh padha seneng lan guyub
Agriculture,Pesta panen dadi ajang silaturahmi warga desa.,Pak Darno ora seneng amarga warga desa ora melu.,Pak Darno ngundang kabeh warga desa kanggo pesta panen,Panen taun iki sukses banget lan kabeh warga seneng,Ana pentas seni lan kuliner tradisional,Bocah-bocah uga melu lomba dolanan tradisional
Daily Activities,Dimas bisa tekan kantor kanthi aman lan tepat waktu.,Dimas kesel lan ora bisa nyetir motor menyang kantor.,Dimas nyiapake sepeda motor kanggo lunga kerja esuk,Dheweke mesthekake yen bensin lan oli cukup,Dimas uga ndandani ban sing kempes,"Sawise kabeh siap, Dimas nyetir menyang perusahaan"
Family Relationships,Pak Sastro lan keluargane tetep rukun lan saling nyengkuyung.,Keluarga Pak Sastro ora gelem kumpul maneh.,Dina iki keluarga besar Pak Sastro kumpul untuk slametan,Slametan iki diadani kanggo mendoakan arwah leluhur,Kabeh anggota keluarga kumpul lan mangan bareng,Ana rasa kekeluargaan sing kuat ing acara iki
Fisheries and Trade,Anak-anak desa dadi pinter ngurus tambak lele lan ngormati tradisi kulawarga.,Lele-lele iki ora tau laku ing pasar lan restoran lokal.,Bu Rini duwe tambak lele ing desane,Dheweke ngajari anak-anak desa carane ngurus lele kanthi bener,Tradisi iki wis ditindakake turun-temurun ing keluargane,Lele-lele iki didol ing pasar lan menyang restoran lokal
Wedding,Rini lan Raka seneng banget amarga mantenan dadi pengalaman sing ora bisa dilalekake.,Rini lan Raka mutusake kanggo ora nganggo adat Jawa maneh ing acara-acara sabanjure.,Rini lan Raka iku pasangan sing tresna budaya Jawa,Mantenan mau diatur kanthi adat Jawa lengkap karo tarian tradisional,Rini nganggo kebaya lan Raka nganggo beskap,Kabeh tamu sing teka kagum karo kecantikan lan keluwesan tariannya
Agriculture,Bu Siti ngajari tetangga babagan pentingé nandur lombok kanggo ekonomi rumah tangga.,Bu Siti nandur lombok kanggo hiasan pekarangan omahe.,Bu Siti nandur lombok ing pekarangan omahe,Bu Siti percaya yen lombok bisa ngasilake rejeki sing akeh,Penduduk desa kagum karo tekad Bu Siti,Bu Siti ngundang tetangga kanggo bareng-bareng nandur lombok
Food,Agus kepengin ngajak keluargane dolan menyang kebon salak maneh.,Agus ora seneng karo pengalaman dolan menyang kebon salak.,Agus lan kanca-kancane dolan menyang kebon salak,Salak kuwi buah khas saka daerah Kebumen,Mereka seneng banget bisa metik salak langsung saka pohone,Agus kelingan masa kecil-e sing sering dolan menyang kebon salak karo keluargane
Fisheries and Trade,Bu Yati banjur ngadani acara mangan bareng kanggo warga desa.,Bu Yati ninggalake dagangane lan dadi petani.,Bu Yati dikenal minangka pedagang iwak segar ing pasar desa,"Saben esuk, Bu Yati menyang pelabuhan lan tuku iwak langsung saka nelayan",Bu Yati tansah milih iwak sing paling seger kanggo dijual,Iwak-uwake Bu Yati tansah laris manis
Pregnancy and Kids,Ibu dadi sehat lan produksi ASI lancar.,Ibu dadi lara-lara lan produksi ASI mandheg.,"Nalika ibu nyusoni bayi, ana tradisi kanggo mangan panganan sing sehat lan bergizi",Panganan iki kalebu sayuran lan lauk pauk sing dimasak kanthi cara tradisional,Keluarga Biasane nyedhiyakake panganan iki kanggo mbantu ibu tetep sehat lan produksi ASI lancar,Ibu uga dianjurake kanggo ngombe ramuan tradisional
Daily Activities,Seno malah dadi tambah bingung karo musik sing dirungokake.,Seno tansah tenang lan ayem.,Seno ora seneng karo kebisingan,Seno luwih seneng nyimpen ing omah sore-sore,Seno seneng ngrungokake musik Jawa kang meneng,Seno kerep nindakake iki kanggo nenangake pikiran
Religious Holiday,Tangga-teparo padha teka lan ngrasakake sega liwet bareng-bareng.,Tangga-teparo ora ana sing teka amarga cuaca mendhung.,Setya lan keluargane nindakake tradisi megengan sakdurunge Ramadhan,Mereka nggawe sega liwet lan kue-kue tradisional,Setya uga ngajak tangga-teparo kanggo njagong bareng ing omahe,Tradisi iki kanggo nyambut kedatangan bulan suci Ramadhan
Wedding,Dina lan Roni padha nggawa kembang telon kanggo seserahan.,Dina lan Roni ora ngundang tamu akeh amarga pandemi.,Dina lan Roni arep rabi,Dina milih kebaya abang kanggo pesta pernikahan,Roni nganggo beskap ireng sing dirancang khusus,Pesta pernikahan kasebut dianakake ing pendhapa desa
Food,Pak Budi nambah jumlah wit durian ing kebone.,Pak Budi mandheg nandur durian ing kebone.,Pak Budi duwe kebon durian,Durian saka kebon Pak Budi dikenal manis lan legit,"Saben musim durian, akeh wong teka menyang kebone",Durian-durian kuwi didol minangka oleh-oleh khas desa
Art,Pertunjukan wayang kulit iki ditonton akeh warga desa.,Warga desa ora tertarik karo pertunjukan wayang kulit.,Ana pertunjukan wayang kulit ing desa,Wayang kulit minangka seni tradisional Jawa sing populer,Penonton seneng nyimak cerita pewayangan sing dibawakake dalang,Dalang uga nyisipake piwulang moral ing saben pertunjukan
Religious Holiday,Ketupat-ketupat iku busuk lan ora bisa dipangan.,Ketupat-ketupat iku disuguhake marang tamu lan kabeh pada seneng.,Lina nyiapake ketupat kanggo Lebaran,Lina lan ibune anyam janur kanggo ketupat,Ketupat-ketupat iki bakal disuguhake pas Lebaran,Ketupat wis siap kanggo dimasak
Family Relationships,Wulan lan simbah kakunge raket banget hubungané.,Wulan ora seneng dolan menyang omah simbah.,Wulan iku anak munggal ing keluargane,Wulan tresna banget karo simbah kakunge,"Saben minggu, Wulan lan keluargane mesthi dolan menyang omah simbah",Simbah kakunge seneng banget yen Wulan teka
Pregnancy and Kids,Mitoni kasebut dadi berkah kanggo Sinta lan bayine.,Sinta ora kena apa-apa sawise upacara.,Sinta lagi ngandhut 7 sasi,Keluargane nggawe upacara mitoni kanggo ndedonga supaya bayi lan ibu sehat,Ana upacara ruwatan kanggo nyirnakake energi negatif,Sinta diruwat karo keluargane
Family Relationships,Budi lan keluargane ngrasa lebih dekat karo leluhur.,Budi lan keluargane ora seneng karo ziarah iki.,Budi lan keluargane lunga ziarah kuburan mbahnya,Ziarah iki diadani saben taun kanggo menghormati leluhur,Saben anggota keluarga ndedonga lan tabur bunga,Keluargane Budi ngrasa damai sawise ziarah
Religious Holiday,Kabeh warga desa ngrasakake kebersamaan lan semangat Idul Fitri.,Tradisi iki ora disenengi dening warga desa.,Warga desa nindakake tradisi takbir keliling kanggo ngarepake Idul Fitri,Wong-wong padha nggawa obor lan bedhug kanggo ngirimi takbir,Suasana desa dadi rame lan meriah,Anake cilik uga melu nindakake tradisi iki kanthi semangat
Wedding,Pakaian pengantin mau nggambarake kaendahan budaya Jawa.,Pakaian pengantin mau ora cocog karo acara.,Jenggala lan Ayu lagi milih pakaian pengantin,Wong tuwane saranake busana adat Jawa,"Ayu setuju lan milih kebaya, dene Jenggala milih beskap",Wong-wong padha gumun deleng busana pengantin sing apik
Socio-religious aspect of life,Setyo percaya yen slametan bisa njaga harmoni lan kerukunan antar warga.,Setyo dadi malas melu slametan amarga ora seneng mangan sega tumpeng.,Setyo kerep melu slametan ing desa,Slametan iku upacara adat kanggo ndedonga lan njaluk berkah,"Saben acara slametan, warga desa padha nggawa sega tumpeng lan jajanan pasar",Setyo seneng banget karo kebersamaan ing acara kasebut
Agriculture,Sega tumpeng digawa menyang lapangan desa kanggo syukuran.,Mbak Sari malah ora teka ing acara syukuran lan nginep ing omahe.,Mbak Sari lagi sibuk ing pawon nyiapake sega tumpeng,Dina iki dina panen gedhe ing desane,"Saben taun, warga desa ngadani syukuran kanggo panen sing melimpah",Mbak Sari tanggung jawab nyiapake panganan kanggo acara iki
Traditional Games,Yuni lan Rina terus dolanan benthik nganti bengi.,Rina kesel lan langsung bali mulih.,Yuni lan Rina dolanan benthik ing kebon,Benthik iku dolanan nganggo kayu cilik lan kayu gedhe,Yuni njupuk giliran nimpuk kayu cilik nganggo kayu gedhe,Rina nyoba nangkep kayu cilik sing ditimpuk
Fisheries and Trade,Bu Sri dadi bakul iwak sing kondhang ing pasar.,Bu Sri kerep ora entuk pelanggan.,Bu Sri bakul iwak ing pasar,Dheweke lunga menyang pasar esuk-esuk banget,Iwak-uwaknya seger lan regane murah,Wong-wong padha ngantri tuku iwak saka Bu Sri
Wedding,Siraman dirampungake kanthi sawur kembang setaman.,Siraman dirampungake kanthi pesta kembang api.,Rini lan Dimas arep nikah ing desa,Wong tuwane Rini wis nyiapake kabeh tradisi adat Jawi,Dimas lan Rini kudu ngalami ritual siraman sadurunge nikah,Siraman iku simbol kanggo ngresiki jiwa lan raga
Wedding,Upacara panggih lumaku lancar lan sakral.,Upacara panggih ora dadi amarga banyu suci entek.,Upacara adat panggih dianakake sawise ijab kabul,Pasangan pengantin mlaku ing ngarepe tamu-tamu,Wong tuwa pengantin nyiramake banyu suci marang pasangan pengantin,Sedulur lan tangga teparo padha nggawa seserahan
Religious Holiday,Gotong royong iki nguatake rasa kebersamaan warga desa.,Lapangan ora bisa digunakake amarga kotor.,Warga desa ngadani gotong royong kanggo nyiapake tempat salat Idul Adha,Wong-wong padha ngresiki lapangan lan ngatur saf,Bocah-bocah uga melu mbantu,Lapangan wis siap kanggo salat Idul Adha
Art,Lintang dadi penari profesional lan nari ing manéka acara gedhé.,Lintang ora tau nari maneh amarga kudune nerusake sekolah.,Lintang nari tarian tradisional ing acara desa,Lintang sinau tari saka ibune,Warga desa seneng karo tariane Lintang,Warga desa ngajak Lintang nari maneh ing acara sabanjure
Food,Soto ayam sing digawe Ana ora enak amarga salah resep.,Ana seneng banget karo soto ayam sing digawe.,Dina iki Ana sinau masak soto ayam karo ibune,Soto ayam iku panganan tradisional Jawa sing legendaris,Ibune Ana ngajari cara nggawe kuah sing enak,Ana nindakake kabeh instruksi ibune kanthi apik
Daily Activities,Lila dadi luwih sehat lan ramah lingkungan.,Lila ora gelem numpak sepeda maneh amarga ora praktis.,Lila kerep numpak sepeda menyang pasar,Sepeda iku hadiah saka kakekne nalika ulang tahun,Lila seneng amarga bisa olahraga lan ngirit biaya,"Kajaba iku, dheweke uga bisa nyambung roso karo lingkungan sekitar"
Daily Activities,Kabersihan iku bagian saka iman.,Sari ora seneng kabersihan.,"Dina iki, Sari nyapu halaman omahe","Saben esuk, dheweke mesthi ngresiki supaya resik lan rapi",Ibune mesthi ngelingake pentingé kabersihan,Sari seneng menawa halamané resik
Death,Wong-wong desa ngadani tahlilan seminggu suwene.,Wong-wong desa ora melu tahlilan.,Pak Budi tilar donya sewengi,Keluargane nangis sedhih,Wong-wong desa padha teka kanggo mbantu,Klambi kulawargane Pak Budi kabeh ireng
Pregnancy and Kids,Dina lan keluargane padha ndedonga kanggo kesehatan bayi.,Dina ngadani acara aqiqah tanpa persiapan.,Dina iki Dina lagi nyiapake acara aqiqah kanggo anak kaping pisan,Keluargane kabeh teka kanggo melu acara,Ana macem-macem masakan tradisional sing disiapake,Acara aqiqah dadi momen kang kebak rasa syukur
Food,Rina lan kanca-kancane mbukak usaha jenang dodol bareng-bareng.,Rina dadi ora seneng jenang dodol amarga kanca-kancane.,Rina seneng banget karo jenang dodol,Jenang dodol iku panganan tradisional saka desa cilik ing Jawa,Rina mulangake carane nggawe marang kanca-kancane,Kanca-kancane uga dadi seneng karo jenang dodol iki
Death,Warisan dibagekake karo rasa ikhlas lan rukun.,Keluargane padha rebutan lan perang soal warisan.,Pak Budi ninggal donya lan ninggalake sawah gedhe,Keluargane padha kumpul kanggo musyawarah warisan,Kabeh sepakat kanggo mbagekake warisan kanthi adil,Ora ana sing rebutan utawa ngotot
Family Relationships,Tangga teparo Pak Minto kumpul kanggo mbantu dheweke.,Pak Minto tetep bekerja keras kanggo tangga teparo.,Pak Minto dikenal minangka wong sing seneng mbantu tangga teparo,Pak Minto ora nate nolak yen ana sing njaluk tulung,Tangga teparo Pak Minto ngerasa seneng lan nyaman,"Nanging, Pak Minto wis tuwa lan sakit-sakitan"
Daily Activities,Dimas bisa tekan kantor kanthi aman lan tepat waktu.,Dimas kesel lan ora bisa nyetir motor menyang kantor.,Dimas nyiapake sepeda motor kanggo lunga kerja esuk,Dheweke mesthekake yen bensin lan oli cukup,Dimas uga ndandani ban sing kempes,"Sawise kabeh siap, Dimas nyetir menyang perusahaan"
Daily Activities,Pak Budi seneng banget karo teh gawenan Mbok Minah.,Pak Budi ora seneng teh lan mung ngombe wedang jahe.,Pak Budi saben esuk mesthi ngombe teh,"Teh iku digawe karo Mbok Minah, bojone","Saben gawe teh, Mbok Minah mesthi nyampur gula lan jahe",Teh iki dadi rahasia sehat Pak Budi
Art,Rina ora ngerti apa-apa babagan wayang.,Rina seneng banget nyakseni pagelaran wayang iki.,Ana pagelaran wayang kulit ing desa,Ki Dalang sing kondhang bakal mimpin pagelaran iki,Wong desa padha teka kanggo nonton,Rina lan keluargane seneng banget bisa nonton
Pregnancy and Kids,Mitoni diisi doa lan pangajab saka keluarga.,Mitoni diisi karo dolanan anak-anak.,Sari lagi ngandhut anak kapisan,Keluargane Sari nindakake tradisi mitoni kanggo syukuran,Mitoni iki dianake nalika umur kehamilan ngancik pitung sasi,Tradisi iki dilakoni kanggo njaga supaya bayi lan ibune sehat
Religious Holiday,Nyekar iku dadi tradisi penting kanggo keluarga Widodo.,Keluarga Widodo lali nggawa kembang nalika nyekar.,Keluarga Widodo padha nyekar ing makam leluhur sadurunge Ramadan,Kembang lan dupa wis disiapake,Wong-wong padha ndedonga kanggo para leluhur,"Selesai nyekar, keluarga padha mulih"
Art,Batik Sari entuk penghargaan ing pameran seni.,Sari ora ngrampungake batike kanggo pameran.,Sari nggawe batik tulis kanggo pameran seni,Sari pengin nuduhake keahliane ing babagan batik tulis,Batike duwe motif klasik lan modern,Sari nyiapake batike kanthi teliti
Pregnancy and Kids,Acara tedhak siten lumaku lancar lan rame.,Siti tangi-tangi mikirake acara iku.,Siti lagi meteng 7 sasi,Keluargane nganakake tedhak siten,Tedhak siten iku tradhisi penting ing Jawa,Siti lan bojone seneng banget
Death,Kang Budi lan sedulure tetep rukun lan tentrem.,Kang Budi ora gelem mbagi warisan karo sedulure.,Kang Budi nembe nampa warisan saka almarhum bapake,Warisan kuwi kalebu sawah lan omah,Kang Budi rembugan karo sedulur-sedulure babagan pembagian warisan,"Akhire, kabeh setuju kanggo mbagi warisan kanthi adil"
Socio-religious aspect of life,Sigit ora mari amarga kurang percaya.,Sigit langsung mari sawise ngombe ramuan.,Sigit kudu menyang dukun kanggo nambani penyakit,Sigit percaya banget karo pengobatan tradisional,Dheweke nggawa kembang lan dupa kanggo sesaji,Dukun menehi ramuan lan Sigit ngombe
Wedding,Tradisi iki rampung kanthi lancar lan kabeh tamu seneng.,Sirih sing dikelem ora tekan lan malah pecah.,"Ing pesta rabi, ana tradisi lempar sirih",Tradisi iki minangka simbol komunikasi lan kerukunan ing sajeroning bebrayan,Penganten lanang lan wadon padha lempar sirih kanthi seneng,Tamu-tamu melu ndelok karo sumringah
Wedding,Para tamu seneng karo variasi panganan sing disuguhake.,Wong tuwa Sari nesu amarga ora ana panganan modern.,Eko lan Sari nyiapake panganan kanggo resepsi pernikahan,Wong tuwa Eko pengin panganan tradisional Jawa,Wong tuwa Sari pengin panganan modern,Eko lan Sari mutusake kanggo nggabungake panganan tradisional lan modern
Traditional Games,Tim Sari menang amarga strategi apik.,Sari ora tau menang nalika dolanan gobak sodor.,Sari lan kanca-kancane seneng dolanan gobak sodor,Gobak sodor iku dolanan tradisional Jawa sing mbutuhake ketangkasan lan strategi,Dolanan iki biasane ditindakake ing lapangan utawa pekarangan sekolah,Sari biasane dadi pemimpin tim nalika dolanan gobak sodor
Food,Tangga-tanggane seneng banget lan matur nuwun.,Tangga-tanggane ora gelem nampa jenang kuwi.,Siti nggawa oleh-oleh saka desa,Oleh-olehe yaiku jenang,Jenang kuwi panganan tradisional Jawa,Siti pengin menehi jenang mau marang tangga-tanggane
Death,Slametan nyatus dina lumaku kanthi lancar lan penuh berkah.,Wong-wong padha ora peduli lan mung ngrumpi.,Slametan nyatus dina bakal diadani ing omahe Pak Arif,Ibu-ibu padha sibuk masak ing pawon,Wong-wong padha teka lan nggawa panganan kanggo dibagi,Slametan iki kanggo mendoakan arwah sing seda
