topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Agriculture,Anak-anaké Suparno malah padha kepéngin jajan jagung panggang.,Anak-anaké Suparno bisa ngetok jagung kaya Bapaké.,Suparno ngajari anak-anaké cara ngetok jagung kanggo dijemur,Suparno ngenali cara ngetok jagung duwe pengaruh tumrap rasa jagung,Suparno nyontohi cara ngetok jagung kang bener,Anak-anaké Suparno ngerti cara ngetok jagung
Fisheries and Trade,Sekeluarga kerja keras kanggo proyek pemberdayaan nelayan.,Sekeluarga ora kepingin ngerjakan proyek pemberdayaan nelayan.,Sekeluarga kepilih kanggo ngerjakan proyek pemberdayaan nelayan,Sekeluarga ngerti yen proyek iki penting kanggo ngenteni perekonomian nelayan,Sekeluarga ngerti yen proyek iki bisa ngenteni kesejahteraan,Sekeluarga ngerti yen proyek iki perlu dikerjakan dengan sungguh-sungguh
Art,Dita nggambar carang kembang ing lukisan.,Dita nggambar tokoh kartun favorit.,Dita kepingin ngerjakake karya seni kanggo festival sekolah,Dita kepingin nggambar lukisan kanggo festival sekolah,Dita ora duwe ide kanggo nggambar apa,Dita ngelihat carang kembang ing taman sekolah
Socio-religious aspect of life,Sekar ora ngerayani selamatan kanthi mewah.,Selamatan iki dianakake ing balai desa.,Sekar seneng nglakoni selamatan,"Nek Sekar nglakoni selamatan, kudu diiringi gamelan",Sekar seneng ngundang tetangga kanggo ngerayani selamatan,Selamatan iki kanggo ngaturake syukur
Death,Aku ngerti yen Bapak wis ninggal ing alam kang abadi.,Aku mbok menangis amarga Bapak wis ora ana.,Aku melu nyawang jenazah Bapak,Wong tuwa kudu nggunakake baju putih lan kain putih kanggo ngiringi jenazah,Aku ngerasa ngeliti Bapak kanggo pungkasan,Aku kudu kuat kanggo kulawarga
Food,"Bakpia kehabisan, Ibu Narti pulang tanpa oleh-oleh.",Ibu Narti sukses beli bakpia buat tetangganya.,Ibu Narti kepingin ngasih oleh-oleh bakpia buat tetangganya,Ibu Narti mau beli bakpia di toko terkenal ing kota,"Toko bakpia iki rame banget, Ibu Narti kudu nunggu antri",Ibu Narti sabar nganti esuk
Agriculture,Pak Karta mikirake yen panen taun iki bakal melimpah.,Pak Karta ngrasa seneng amarga anak-anaké rajin.,Pak Karta ngendika yen musim tanam padhi wis tiba,Dhèwèke nyuruh anak-anaké kanggo nggawa cangkul lan bibit padi,Pak Karta ngajak kulawargane nglakoni selamatan sadurunge nggolek sawah,Sawah Pak Karta wis padhet lan subur
Agriculture,Dyah ngajak kakeke ngobrol ngenani pengalaman ngurus sawah.,Dyah ngeluh sawah kakeke wis ora subur.,Dyah kepingin ngurus sawah kaya kakeke,Dyah njaluk bantuan kakeke kanggo belajar ngolah sawah,Dyah ngerti carane ngolah sawah kaya kakeke,Dyah bisa ngasilake padi kang luwih apik
Socio-religious aspect of life,Sedulur-sedulure Wulan mung nonton wayang kulit amarga Wulan seneng.,Sedulur-sedulure Wulan langsung paham lan seneng ngrungokake wayang kulit.,Wulan seneng banget ngrungokake pertunjukan wayang kulit,Wulan ngerti makna filosofis ing balik wayang kulit,Wulan ngajak sedulur-sedulure kanggo nonton wayang kulit,Sedulur-sedulure Wulan ora ngerti babagan wayang kulit
Traditional Games,Adi lan kawan-kawan main layangan nganti sore.,Adi lan kawan-kawan main egrang nganti sore.,Kawan-kawan Adi main egrang ing lapangan,Adi ora seneng main egrang amarga susah,Adi ngajak kawan-kawan main layangan ing lapangan,Kawan-kawan Adi setuju
Pregnancy and Kids,Anaké Pak Budi malah sibuk main HP lan ora ngerti basa krama.,Anaké Pak Budi seneng ngobrol karo kakek lan nenek.,Pak Budi ngajak anaké diajak ngunjungi kakek lan nenek mergane,Pak Budi ngajak anaké ngobrol karo kakek lan nenek,Pak Budi ngajari anaké ngatur basa krama ngendika kakek lan nenek,Pak Budi seneng ngelihat anaké ngerti lan marem
Traditional Games,Ardi lan kancane main dakon maneh nganti sore.,Ardi sinau teknik anyar supaya bisa menang ing dakon.,Ardi main dakon bareng kancane,Ardi ngalah ing permainan dakon,Ardi ora nangis amarga kalah,Ardi ngomong yen dakon iku seru banget
Art,Tuti diajari Ibu ngelatih tari Saman.,Tuti lupa ngenani tari Saman.,Tuti kepengen ngerti tari Saman,Tuti takon Ibu ngenani tari Saman,Ibu ngajak Tuti menyang pertunjukan tari Saman,Tuti seneng bisa ngerti tari Saman
Art,Ani nggawa keris kanggo pameran seni budaya.,Ani terus ngoleksi keris antik.,Ani kepingin ngoleksi keris,Ani seneng karo seni kerajinan tempa,Ani wis duwe sawetara keris antik,Ani ngerti bilih keris iku salah sawijining simbol budaya Jawa
Daily Activities,Ibu Lita ngantar Lita nggunakake sepeda.,Tukang becak nganterake Lita gratis.,Lita kepingin ngancik becak,Lita isih wadon cilik lan ora tau duwe duit,Ibu Lita nyuwun marang tukang becak kanggo nganterake Lita,Tukang becak ora kepinginan nganterake Lita
Agriculture,Panen jagung Pak Karta gagal amarga kemarau panjang.,Panen jagung Pak Karta sukses lan melimpah.,Pak Karta pengin ngunjuk jagung kanggo panenan ing sawahé,"Dhèwèké nggantèni ingkang tansah ngunjuk jagung, Pak Roni",Pak Roni ngomong yen jagung iki bakal ngasilake panen sing apik,Pak Karta uga ngikutni saran Pak Roni kanggo ngolah tlatah sawah
Religious Holiday,Nita ngalami pusing lan lemes amarga ora kuat nglakoni puasa jelang Lebaran.,Nita lan kanca-kancane seneng banget main ing sawah.,Nita kepengen dolan ing dalan sawah bareng kanca-kancane,Nita kudu nglakoni puasa jelang Lebaran,Nita ngerti yen puasa jelang Lebaran kudu dijalani kanthi serius,Nita nerusake rencana dolane
Food,Ibu Rani njelasake langkah-langkah masak bubur sumsum marang Rani.,Rani langsung bisa masak bubur sumsum tanpa dibantu Ibu.,Rani ngerti bilih bubur sumsum iku jajanan tradisional Jawa,Rani kepengen ngerti carane masak bubur sumsum,Ibu Rani ngajak Rani menyang pasar kanggo ngoten bahan-bahan bubur sumsum,Rani seneng banget bisa ngerti cara masak bubur sumsum
Art,Riko ngerti yen nggarap wayang butuh pengalaman lan waktu.,Pertunjukan wayang Riko sukses.,Riko lagi nggarap wayang kulit kanggo pertunjukan,Riko kepingin wayangnya bagus,Riko ngajak sedulur-sedulure kanggo mbangun wayang,Riko ngerti yen nggarap wayang kudu kerja keras
Religious Holiday,Sutri ngerti kanggo nonton wayang kulit tansah kudu sabar.,Bundane Sutri ngendika yo wis bisa ngerti.,Sutri nunggu wonten ing panggung kanggo pertunjukan wayang kulit,Sutri seneng banget amarga bisa nonton wayang kulit karo kulawargane,"Nanging, Sutri kepingin banget ngemut es krim",Sutri ngajak bundane kanggo ngerti
Agriculture,Dinda nggawe guyub dengan tetangga kangge ngedol tanaman hias.,Dinda melu kompetisi tanaman hias lan menang.,Dinda seneng ngerti carane nggarap tanaman hias,"Dinda ngerti ngetik, ngresiki, lan ngasah",Dinda ngerti carane ngolah tanah lan ngasih pupuk kanggo tanaman hias,Dinda ngedol tanaman hias ing panggonan sing strategis
Religious Holiday,Ketupat buatan Siti sukses lan disukai keluarga.,Ketupat buatan Siti ora mateng lan keras.,Siti lagi sibuk ngumpulake bahan-bahan kanggo nggawé ketupat,Siti arep menggoreng ketupat kanggo keluarga ing dina Lebaran,Siti pengen ketupat-ketupat kasebut enak lan lembut,Siti ngerti resep ketupat saka bundanya
Death,Ani ngomong karo kulawargane kanggo ngerti kepinginan opahe.,Ani nguburake opahe ing pemakaman desa.,Ani lagi ngurus jenazah opahe,Ani kepingin opahe dimakamke ing pemakaman desa,Ani kepingin opahe dimakamke ing taman makam keluarga,Ani ora ngerti ngendi opahe kepingin dimakamke
Wedding,Dewi ora seneng karo seserahan.,Dewi lan Bagas ngerasa seneng banget lan gembira.,Dewi lan Bagas bakal nganakake pernikahan,Dewi nembangaken seneng amarga bakal diparingi seserahan,Bagas nembangaken seneng amarga bakal nggunakake jas pengantin,Dewi lan Bagas kepingin nganakake pernikahan ing gedhong
Food,Diah ngerti yen sedulure kepingin jajanan sing luwih praktis lan praktis.,Diah ngomong yen jajanan pasar luwih enak tinimbang jajanan modern.,Diah seneng banget karo jajanan pasar,Diah wis ngajak sedulure kanggo ngunjungi pasar tradisional kanggo mbaleni jajanan pasar,"Sedulure ora kepingin mbaleni jajanan pasar, malah kepingin jajanan modern",Diah ngajak sedulure ngobrol supaya bisa ngerti apa sing dibutuhke sedulur
Fisheries and Trade,Mbak Yanti malah ngajak tetangga-tetanggana nggawé koperasi.,Mbak Yanti sukses ngatur kulakan ikan kanggo desanya.,Mbak Yanti lagi gelem kanggo ngatur kulakan ikan,Mbak Yanti ngajak tetangga-tetanggana kanggo ngumpul uang,Mbak Yanti kepingin ngatur kulakan kanggo ngrampungake kebutuhan pangan ing desanya,Mbak Yanti seneng ngerti carane ngatur kulakan kanthi adil
Pregnancy and Kids,Pak Budi akhirnya mendukung cita-cita Rani.,Pak Budi memaksa Rani untuk belajar kedokteran.,"Pak Budi ingin anaknya, Rani, menjadi dokter",Rani senang bermain musik dan ingin menjadi penyanyi,Pak Budi merasa kecewa karena Rani tidak ingin mengikuti keinginannya,Rani mencoba menunjukkan bakatnya pada Pak Budi
Pregnancy and Kids,Dina ora keprungu kakehan amarga lemes.,Dina sukses nganakake kakehan.,Dina wis sedaya siap kanggo kakehan,Dina ngagembleng baju putih lan rok batik,Dina uga wis nyiyapake sesaji kanggo Mitoni,Dina ngomong yen Dina melu kakehan kanggo mbayar hutang budi Mitoni
Death,Beni ngerti yen mati iku kepriye.,Beni ngerti yen nenek wis ora ana ing donya iki.,Beni ngelih jenazah nenek,Beni ngerti yen nenek wis ora ana,Beni nahan tangis amarga nenes wis seda,Beni nengok ing sedulur-sedulur kang lagi nangisi
Death,Nenek Sri nger deseo dimakamkan ing pemakaman umum.,Nenek Sri nger deseo dimakamkan ing makam keluarga.,Nenek Sri ora kepingin anaknya ngurus jenazahnya,"Nenek Sri ngomong yen yen dia mati, dimakamkan bae",Nenek Sri ora kepingin ana acara adat kanggo jenazah,Nenek Sri ngendika yen duit kanggo acara adat kudu dibagi kanggo cucun
Religious Holiday,Sekar merasa bangga karena bisa membuat lampion sendiri.,Lampion buatan Sekar rusak karena angin kencang.,Sekar ingin membuat lampion untuk memeriahkan perayaan Cap Go Meh,Ia mencari bahan-bahan seperti kertas warna-warni dan kawat,Sekar meminta bantuan ibunya untuk menggunting kertas dan membentuknya menjadi lampion,"Akhirnya, lampion buatan Sekar terlihat indah dan siap diarak"
Pregnancy and Kids,Ratih njaluk saran kanggo dokter sadurunge ngasi wedang jahe kanggo bayine.,Ratih langsung ngasi wedang jahe kanggo adek bayi.,Ibu Ratih lagi ngerti-ngerti resep wedang jahe,Ratih kepingin ngasi wedang jahe kanggo adek bayi kang wis lara,Ratih ngerti yen wedang jahe bisa ningkataken kekebalan awak,Ratih ngerti yen wedang jahe aman kanggo bayi
Food,Bayu ngajak kancane ngerti budaya daerah.,Bayu ngajak kancane ngelik kerupuk gendar.,Bayu ngelik kerupuk gendar sing digawé dening ibune,Kerupuk gendar iki khas daerah Bayu,Bayu ngajak kancane kanggo nyoba kerupuk gendar,Kancane Bayu ngerti rasa kerupuk gendar sing gurih lan renyah
Family Relationships,Sari ngajak sedaya kulawargane ngobrol lan jajan bareng.,Sari ngasih uang kepara kulawargane kanggo biaya transportasi.,Sari wis ngeloni anak-anaké kanggo sekolah,Sari kepingin ngerti kabar kulawargane sing ana ing desa,Sari ngundang sedaya kulawargane kanggo ngunjungi rumahnya,Sari seneng banget nalika sedaya kulawargane teka
Death,Anak-anak Pak Joko ora ngerembug babagan warisan.,Anak-anak Pak Joko nerima warisan Pak Joko.,Pak Joko seda,Wong tuwa Pak Joko ngundang tetangga kanggo slametan,Pak Joko dikubur ing kuburan kulawarga,Anak Pak Joko ngerembug babagan warisan
Daily Activities,Pak Joko ngancik jajanan pasar sing wis dadi tradisi.,Pak Joko bali buah-buahan ing pasar tradisional.,Pak Joko melu ngetem ing pasar tradisional,Pak Joko gelem ngerti harga barang-barang sing murah,Pak Joko seneng ngobrol karo pedagang,Pak Joko pengin ngerti budaya Jawa sing wis turun-temurun
Fisheries and Trade,Teman-teman Mas Bayu seneng banget ngerti budaya Jawa liwat batik.,Teman-teman Mas Bayu ora ngerti makna batik kanggo budaya Jawa.,Mas Bayu kepengen ngargawati kain batik kanggo teman-temane,Mas Bayu ngerti kain batik wis dadi ikon budaya Jawa,Mas Bayu ngerti carane ngasah kemampuanne kanggo nggambar batik,Mas Bayu kepingin ngirim kain batik marang teman-temane ing luar negeri
Family Relationships,Mas Bagas ngelakuake slametan manten kanggo ngaturaken pangestu marang leluhure.,Slametan manten Mas Bagas klebu ing kabar lokal.,Mas Bagas lagi nyusun rencana kanggo slametan manten,Mas Bagas ngundang sedaya kerabat lan tetangga,Mas Bagas ngerti pentingnya wedang uwuh lan nasi kuning ing acara slametan,Acara slametan manten Mas Bagas sukses lan rame
Agriculture,Ibu Dinda ngaturake resep kopi Dinda marang tetanggané.,Ibu Dinda ngendika kopi buatan Dinda kurang manis.,Dinda kepengen ngajari ibuné ngolah kopi,Dinda ngaturi kopi ing cangkir lan nambah gula,Dinda ngomong marang ibuné supaya dicicipi,Ibu Dinda seneng banget karo rasa kopi buatan Dinda
Socio-religious aspect of life,Sekar ngundang pandita kanggo nuntun slametan.,Sekar ngerjakan slametan dhewe tanpa bantuan.,Sekar kepingin ngerjakan ritual slametan ing omah barune,Sekar arep ngundang sedaya tetangga lan kulawarga,Sekar percaya slametan bisa ngenteni rejeki lan keselamatan,Sekar wis ngumpulake bahan-bahan kanggo slametan
Fisheries and Trade,Warga desa ngeluh amarga Pak Bagyo ngetokakake hasil tangkapan.,Warga desa seneng banget amarga bisa narik jaring bareng-bareng.,Pak Bagyo duwe kapal layar gedhe kanggo ngapung jaring,Pak Bagyo ngajak warga desa ngumpul dhuwit kanggo tuku kapal iku,Pak Bagyo ngajari warga desa teknik-teknik ngurusi jaring lan ngolah ikan,Pak Bagyo ngomong yen hasil tangkapan bakal dibagi rata
Agriculture,Sugi lan Siti ora ngatur hasil panen kanggo jaluk.,Sugi lan Siti ngOra ngatur hasil panen kanggo dibagikake.,Sugi lan Siti kepengen ngepak padi,Sugi lan Siti nggarap sawah iku bareng-bareng,Sugi lan Siti seneng amarga hasil panen iku melimpah,Sugi lan Siti ngaturaken hasil panen iku kanggo para tetangga
Fisheries and Trade,Pak Budi ngajak kulawargane ngunjungi pura kanggo slametan.,Pak Budi terus ngembangi bisnisne lan dadi wong kaya.,Pak Budi duwe kapal tangkap ikan sing gedhe,Pak Budi tansah nelayan sakjane lan ngawasi kabèh kulawargané kanggo ngerti ngenani ngurus kapal lan jaring,"Saka hasil tangkapne, Pak Budi ngerti ngeriko jebule pasar kanggo dadi luwih murah",Pak Budi seneng banget amarga bisa ngajak kulawargane ngembeng bareng
Fisheries and Trade,Slametan rampung kanthi lancar.,Slametan dianakake tanpa doa lan sesajen.,Pak Budi lan Ibu Ani nganakake upacara slametan kanggo ngalap berkah ing usaha perikanan,Wong-wong tuo lan tetangga diundang kanggo ngiringi upacara slametan,Iki minangka tradisi sing wis dilakoni turun-temurun kanggo ngaturaken pamit lan ngeluh kanggo hasil laut sing melimpah,Pak Budi lan Ibu Ani berharap hasil laut lancar lan berkah
Family Relationships,Anak-anak Ibu Ani ngerti lan ngaktifke ing gotong royong.,Ibu Ani ngerjakan gotong royong dheweke.,"Ibu Ani ngajak anak-anakne menyang kenduri tetangga, nganti sore",Ibu Ani ngomong yen kulawargane kudu ngerjakan gotong royong kanggo tetangga,"Anak-anak Ibu Ani ora seneng, amarga kepingin main",Ibu Ani ngomong yen gotong royong iku kewajiban kanggo tetangga
Art,Wong tuwane ora ngizinkan Bayu mbaleni gamelan amarga mahal.,Bayu bisa mbaleni gamelan lan seneng banget.,Bayu kepéngin ngoleksi gamelan,Bayu njaluk ijin marang wong tuwane kanggo mbaleni gamelan,Bayu ngajak sedulur-sedulur kanggo main gamelan bareng,Bayu seneng banget bisa main gamelan
Art,Ibu Bagas ngerti pilihan Bagas lan dukung keputusane.,Ibu Bagas nggawa Bagas belajar gamelan ing sanggar seni.,Bagas kepingin ngasah bakat musikne,Ibu Bagas ngenalin Bagas karo gamelan,Bagas ora seneng karo gamelan,Bagas pengin ngeladen gitar
Fisheries and Trade,Adi malah nguluruk perahu Pak Karta.,Adi seneng bisa ngerti carane ngurus perahu.,"Pak Karta, tukang perahu, sedang memperbaiki perahune",Pak Karta ngerumat kayu lan ngganti papan sing rusak,Pak Karta berharap perahu iki bisa kuat lan awet,"Pak Karta ngajak anaknya, Adi, ngerti carane ngurus perahu"
Daily Activities,Nita mbok menawa Bapak ngombe teh minangka pengganti kopi.,Nita ngajak Bapak mampir ngopi ing warung.,Nita lagi nyiyapake sarapan kanggo kulawargane,"Nita masak nasi goreng, telur ceplok, lan tempe goreng",Nita ngerti bilih Bapak seneng ngombe kopi ing saben pagine,Kopi Nita wis abis
Death,Pak Joko nggendong peti jenazah kakeke.,Pak Joko nganakake pesta besar kanggo ngrayakake kepindahan kakeke.,Pak Joko ngerti yen kakeke wis tilar donya,Pak Joko langsung ngabari sedulur-sedulur lan tetangga,Pak Joko ngatur prosesi ngubur kakeke sesuai adat Jawa,Pak Joko nggunakake kain kafan putih kanggo kakeke
Wedding,Nita ngawasi sedaya tetangga mangan nasi tumpeng.,Nita ora ngundang sedaya tetangga.,Nita lagi keplan kepingin mangan nasi tumpeng,Nita ngundang sedaya tetangga,Nita ngadok nasi tumpeng ing halaman,Nita gembira amarga sedaya tetangga seneng
Family Relationships,Sari ngundang sedaya tetangga kanggo slametan.,Sari nemu alasan kanggo ora ngundang tetangga.,Sari kepingin ngundang sedaya tetangga kanggo slametan,Sari melu ndhek-ndhekan dening tetangga,Sari ngerti penti ngelestarikan silaturahmi,Sari kepingin ngajak tetangga ngobrol lan ngerumang
Fisheries and Trade,"Pak Jono ngajari cucune, Bagas, cara ngurus kolam ikan.",Pak Jono ngajak tetangga-tetanggane ngejar ikan ing laut.,Pak Jono ngelih endi-endi ikan bandeng ing kolamne,"Sawisé ngecek jaring, Pak Jono seneng amarga hasil tangkepne lumayan akeh",Pak Jono arep ngumpulke ikan-ikan kasebut kanggo dijukuli ing pasar esuk dino,Pak Jono ngerti yen ikan bandeng iki sumber penghasilan kanggo kulawargane
Daily Activities,Raka seneng banget bisa ketemu neneké.,Raka bisa mlaku-mlaku ing desa bareng neneké.,Raka kepingin ngunjungi neneké ing desa,Raka ngumpulake uang jajan kanggo tiket,Raka ngajak titipan marang bundé supaya dianter menyang stasiun,Raka nemoni tiket pesawat kanggo nyekel
Art,Maya ngundang kanca-kancane kanggo ngritik lagu barunya.,Maya ngunggah lagu barunya ing internet.,Maya lagi ngarang lagu,Maya seneng ngarang lagu keroncong,Maya ngilhami lagu saka kehidupane sehari-hari,Maya kepingin lagu-lagunya bisa diidinakake wong liya
Death,Anak-anak Ibu Sri nggawa bunga kanggo diwenehake ing makam Bapak.,Bapak Ibu Sri resmi dimakamkan ing makam keluarga.,Ibu Sri ngidam mangan jenang,Ibu Sri arep nggawa jenang kanggo dikubur bareng Bapak,Anak-anak Ibu Sri ngetokno jenang sing paling enak,Ibu Sri ngasih jenang ing makam Bapak
Death,Bapak Joko dimakamkan dengan khidmat sesuai dengan tradisi Jawa.,Bapak Joko dimakamkan secara sederhana tanpa mengikuti tradisi Jawa.,Bapak Joko tilar donya sawise kena serangan jantung,Wong-wong ing kutha ngerembuk ngenani tata cara pemakaman kanggo Bapak Joko,"Sampun dadi tradisi, jenazah Bapak Joko bakal dibungkus kain kafan putih lan dimakamkan ing kuburan umum",Kanca-kancane Bapak Joko ngumpul kanggo nyumbang uluran kanggo biaya pemakaman
Food,Sinta ngerti thok iku simbol budaya Jawa sing penting.,Sinta ora seneng nggolek thok.,Sinta duwe kakek sing seneng nggolek thok,Kakek Sinta ngajari Sinta cara nggolek thok,Sinta gelem diajari kakek,Sinta seneng nggolek thok bareng kakek
Wedding,Sinta seneng banget ngerti makna simbolisme ing acara slametan kepiting.,Sinta kepingin slametan kepiting diadani saben dina.,Sinta seneng banget ngerti acara slametan kepiting ing griya,Sinta seneng ngelih wong-wong sing padha gembira,Sinta uga seneng ngerti baju adat sing dienggo tamu wanita,Slametan kepiting iku acara penting kanggo keluarga
Fisheries and Trade,Tetangga-tetanggané malah ngomonge ngejar keuntungan pribadi.,"Sawisé itu, hasil olahan ikan asin Pak Warno lan tetanggané bisa dijual ing pasar lan laris manis.",Pak Warno ngerti carane ngolah ikan laut kanggo dadi ikan asin,Pak Warno ngajak tetangga-tetanggancne kanggo gabung ngolah ikan bareng supaya luwih cepet,Pak Warno berharap hasil olahan ikan asin bisa di jual ing pasar,Pak Warno seneng banget amarga tetanggané bisa ngerti teknik ngolah ikan asin
Socio-religious aspect of life,Farhan ngajak ibune ngobati gangguan ginjal nganggo jamu.,Farhan nyoba ngobati ibune nganggo obat medis.,Farhan lagi ngerti carane ngobati gangguan ginjal,Farhan ngerti carane nggunake jamu,Farhan kepingin ngobati ibune,Farhan ngerti resep jamu saka simbah
Death,Ibu Siti ngerti yen anaké wis wis tilar donya.,Ibu Siti ngesuhi anaké kanggo dimakamke ing pemakaman umum.,Ibu Siti ngerti yen anaké wis tilar donya ing kecelakaan,Ibu Siti duka lara lan ngajak sedulur kanggo ngurus jenazah anaknya,Ibu Siti nganakake upacara tahlilan kanggo anaké sing wis tilar donya,Ibu Siti ngesuhi anaké kanggo dimakamke ing kuburan kulawarga
Wedding,Rini ngundang band dangdut kanggo ngisi acara resepsi.,Rini ngundang band rock kanggo ngisi acara resepsi.,Rini kepingin ngundang band terkenal kanggo ngisi acara resepsi pernikahan,Rini ngutus undangan marang keluarga lan sahabat,Rini milih gedung mewah kanggo acara resepsi,Rini nyiapake gaun pengantin putih lan mewah
Wedding,Lintang ngomong yen kebaya kuning simbol harapan kanggo masa depan sing cerah.,Ibunipun ngerti lan ngizinkake Lintang nggawa kebaya kuning.,Lintang lagi ngarep-arep kawin,Ibunipun kepingin Lintang nggawa kawin nganggo kebaya putih,"Nanging, Lintang seneng banget karo kebaya warna kuning",Ibunipun ora ngerti kenapa Lintang kepingin kebaya kuning
Religious Holiday,Kulawarga aku seneng banget bisa slametan bareng-bareng.,"Kakake ngeluh kepéngin dolan, mula slametane diundur.","Dheweke ngerti yèn Lebaran tansah ing ganggang, kanggo iki, kulawargane mesthi bakal nglakoni slametan","Ibu lan Bapak tansah ngerti yèn sinau kudu dilakuake kanthi sungguh-sungguh, makanya saben dina ibu tansah ngajak aku lan kakake kanggo ngiyem","Kira-kira sawetan taun kepungkur, Bapak ngendika yen kita kudu nyiapake slametan","Supaya slametane lancar, Bapak nyuruh kita sing sekolah supaya bisa ngerti basa Arab kanggo ngadeni doa"
Agriculture,Tuti malah ngerasa kepanasan lan kepingin balik menyang omah.,Tuti seneng banget bisa ngikut ruwatan.,Tuti lagi ngumpul karo kulawargane kanggo nggawa sesaji kanggo ruwatan,Ruwatan iki dilakoni kanggo midolahe panen sing bakal dianakake besok,Sesaji kanggo ruwatan iki kudu dianggit dening ibu-ibu ing desa,Tuti seneng banget bisa ngerti budaya luhur sing diwarisake nenek moyang
Religious Holiday,Rini lan bundanya nggawé kue ketan bareng-bareng.,Rini lan bundanya nggawé kue lapis ing dina Lebaran.,Rini kepengen nggawé kue ketan ing dina Lebaran,Rini butuh ketan putih kanggo gawé kue,Rini ngajak bundanya ngalih ketan ing pasar,Bundanya ngiyaken
Death,Rini njalari tahlil ing tengah-tengah acara.,Rini ngrasakake kehampaan amarga Ayah wis ora ana.,Ayah Rini seda amarga lara,Kulawargane ngadani tahlil lan slametan,Rini nggunakaken baju ireng ing acara,Rini tansah ngersikake doa kanggo ayah
Wedding,Maya kepikiran kanggo ngganti resep dodol kanggo sesajen.,Maya gelem ngikuti resep dodol kanggo sesajen.,Maya lagi ngerjain dodol kanggo sesajen pernikahan,Maya kudu ngerjainé kanthi cepet amarga pernikahan areg-arege seka wulan,Maya ngobrol karo bundane ngenani resep dodol,Maya ngerti resep dodol diwarisake turun-temurun
Socio-religious aspect of life,"Maya ngerti yen ramalan dukun mung prediksi, ora ketetapan.",Maya ngerti yen ramalan dukun bakal kejadi.,Maya kepingin ngerti babagan ramalan,Maya denger-denger yen dukun bisa ngomong ing ngendi bakal kejadi ing mangsa depan,Maya ngunjungi dukun ing desa,"Maya pengen mikir, menawa ramalan dukun bakal kejadi"
Wedding,Rini ora seneng amarga ana tamu undangan sing ora diundang.,Rini seneng banget amarga sakjane lancar.,Dheweke ngundang sedaya kerabat lan tetangga,"Ing dina pernikahané, Rini nggunakake kebaya model kutu baru",Rini nerima banyak bingkisan hadiah saka tamu undangan,Rini lan pasangané ngelakoni tradisi siraman sadurunge ngunduh mantu
Death,Bocah-bocah cilik seneng ngerti kisah Pak Budi.,Bocah-bocah cilik bingung karo upacara adat.,Pak Budi seda,Wong-wong tuwane nggadahi upacara adat,Bocah-bocah cilik ngenteni jajanan,Wong tuwa-tuwa ngobrol ngenani kisah Pak Budi
Socio-religious aspect of life,Kakeke ngajak Sari marang pura kanggo melu upacara adat.,Kakeke ngajak Sari nonton wayang kulit.,Sari kepingin ngerti sesaji kanggo ritual adat,Sari pengen ngerti makna simbol-simbol ing sesaji,Sari ngunjungi kakeke kang ahli ing urip adat,Sari nanya carane nggawé sesaji
Socio-religious aspect of life,Pak Karta ora percaya lagi karo ramalan Jawa.,Pak Karta seneng banget denger ramalan mbah dukun.,Pak Karta tansah ngobrol-ngobrol karo tetanggani babagan ramalan,Pak Karta percaya banget karo ramalan Jawa,Pak Karta kepingin ngerti takdir kehidupane,Pak Karta ngunjungi mbah dukun kanggo nanya takdir
Socio-religious aspect of life,Nenek Kartini ngajak warga desa kanggo ngolah rempah-rempah.,Nenek Kartini dadi dukun ternama ing wilayah.,Nenek Kartini duwe keahlian ngolah rempah-rempah,Nenek Kartini ngerti khasiat saben rempah,Nenek Kartini ngolah rempah dadi obat-obatan tradisional,Orang-orang percaya obat Nenek Kartini sakti
Fisheries and Trade,Pak Warno ngajak tetangga ngatur jadwal nglayar.,Pak Warno ngajak tetangga nggawa barang dagangan.,Pak Warno duwe kapal pesiar,Pak Warno kepingin ngajak tetangga nglayar bareng,Pak Warno pengin ngajak tetangga ngecor ikan,Pak Warno kepingin ngajak tetangga ngasah ketrampilan
Fisheries and Trade,Dina ngajak sedulure kanggo milih ikan ing pasar.,Dina milih ikan sing matane sayu lan sisikne kusam.,"Ibu Ani ngajari anaknya, Dina, carane milih ikan segar ing pasar",Dina kudu milih ikan sing matane bening lan sisikne cemerlang,Dina seneng banget bisa milih ikan kaya ibu,Dina ngajak sedulure kanggo milih ikan bareng
Fisheries and Trade,Tetangga-tetanggane njaluk resep sambal kanggo dibagi.,Bu Ani melu lomba masak ing desa sebelah.,Bu Ani seneng ngobrol karo tetanggane nalika ngumpul di pendopo,Bu Ani duwe resep sambal kanggo ikan bakar sing khas,Bu Ani ngajak tetangga nyoba sambal sing dibikake,Tetangga-tetanggane seneng banget karo sambal resep Bu Ani
Wedding,Selamatan pernikahan Bayu lancar lan dipenuhi doa kanggo kebahagiaan pasangan sing anyar.,Selamatan pernikahan Bayu diundur amarga cuaca sing ora mendukung.,Bayu bakal nikah,"Bayu nerima banyak hadiah saka para tamu undangan, kaya ta uang, emas, lan perhiasan",Bayu lan calon istrine kepingin nganakake selamatan pernikahan ing griya,Bayu ngundang para tetangga lan sanak famili kanggo ngrayakake pernikahané
Food,Rini mbaleni wedang jahe.,Rini ngajak kancane mangan wedang ronde besok.,Rini kepingin nyoba wedang ronde,Rini mlaku menyang warung wedang ronde,Warung wedang ronde tutup,Rini ngerasa kecewa
